text,label
"the only enjoyable thing about this highly mockable movie is playing ""guess"" that location. What Toronto landmark will stand in for what American/international location.<br /><br />who knew that the anti-christ would be russian? obviously he can't be american since we need the yanks to save the day - oh Buck... you'll tell us all the truth... you'll show us the light... and the way outta the building should those nasty anti-christers get their way.<br /><br />Five golden raspberries. Faith is not enough to hope they don't make another of this ilk! We don't gotta prayer.",0
"I thought this movie was stunning, with completely outstanding performances by Valentina Cervi (Artemisia Gentileschi).<br /><br />Cervi portrays Artemisia so beautifully, with tentative yet confidant mannerisms, her hands mapping out an idea before moving her models into place. The passion to which Artemisia gives to her art is just spectacular to watch.<br /><br />Although not each character was overtly beautiful, this made the film more realistic as the facial hair and clothing was perfect for that point in time.<br /><br />Overall i thought this film was fantastic.",1
"We watched this on ""The Wonderful World of Disney"" on ABC last night, and I came to the conclusion that things must be tighter there at ""the Mouse"" than usual. <br /><br />Since this movie only runs 74 minutes, and they had to pad it out to 2 hours of broadcast television time, they had, and I'm not making this up, commercial breaks that lasted 6 to 7 minutes. And during these commercial breaks, they had another advertisement in the guise of a ""TV show"" hosted by the oh-so-annoying Kelly Rippa that loudly proclaimed the magical wonders of ""Cinderella 2: Dreams Come True"".<br /><br />Again and again, break after break, Disney took time out of the real movie to tell us, the loyal viewers, that we needed to get a copy of the sequel. Thank you, Disney, for doing us the service of creating a sequel to your beloved gem of a movie.<br /><br />Anyway, all this commercialism and cash-register-ringing made it a difficult task to get into the actual movie of ""Cinderella"", because by the time the commercials were over, I had forgotten where the story had left off.<br /><br />But of course, the original ""Cinderella"" still maintains its magic, and the story is still a good one, though we've all seen it countless times. It's a shame they had to cheapen it with all the marketing for what looks to be a lame follow-up.",1
"I came here for a review last night before deciding which TV movie to settle in front of, and those I found made this one look unmissable. How misled I feel!<br /><br />Firstly, it needs to be pointed out up front that this is very much a housewife's daytime movie. The performances are wooden, every sentence is an attempt at 'poignant' in the way that housewife's daytime movies and bad soap operas always are, and it is based in that predictable and well-trodden premise that men (particularly soldiers) are essentially violent and incompassionate. The whole movie is about the 'drama' apparent in the moments when the male characters threaten to develop a second dimension.<br /><br />If that sounds tolerable (or even enjoyable) to you, then be warned. Linda Hamilton's German accent, while quite good, is painfully distracting - as is her face, for some reason. The other performances are no doubt an enduring source of embarrassment to their perpetrators, with painfully thin and obvious characterizations being the order of the day. There are few surprises, but do watch for the 'Monty Pythonesque' endless supply of food and drink that miraculously appears from the hungry soldiers' knapsacks!<br /><br />I wasn't expecting action, but I had hoped for beautiful or textural or emotionally charged. What I got was a particularly bad Christmas 'feelgood' story that will have an intelligent audience cringing with the crapulence of it all.<br /><br />Watch it under the folowing circumstances: 1: There's nothing else on. 2: You are a fan of predictable 'housewife takes on men and wins' TV movies. 3: The only way you can appreciate a true story is when Hollywood turns it into a feature film. 4: You've imbibed enough nog that your emotions are easily stirred by unsophisticated storytelling.",0
"Thought at first this film would be your typical Western film, however, it turned out to be very interesting and kept me spellbound right to the very end, which turned out very unusual. Charlton Heston,(Sam Burgade),""Midway"",'76, had past experiences with James Coburn,(Zach Provo),""Deadfall"",'93, and Zach never forgave Sam and would stop at nothing to make sure he caught up with him and paid him back. Unfortunately, Barbara Hershey,(Susan Burgade),""The Portrait of a Lady"",'96, managed to get caught up in this situation and found herself among sex starved men who never seemed to leave her alone. Sam Burgade had to make some very hard decisions and and I was quite surprised at the conclusion. This is a very entertaining film and the acting was outstanding.",1
"Years have past since Alex Rain (played by Olivier Gruner in the first movie) stumbled onto the horrific plot that involved replacing humans with machines however since then a war between cyborgs and humans has emerged and we lost, now a superwoman of sorts who is the daughter of Olivier Gruner's character (She also inherits only half of his minimal acting ability) which I think is the films minimal connection to the first, however when the superwoman is created she hides in 1980 while a bounty hunter from the future hunts her down in this confusing sci-fi clunker. Nemesis became a cult hit, that I can see why people liked even though I was no fan of said film. Nemesis tried very ambitiously to come up with different ideas, develop a beautiful look and provide tons of action, it almost worked. Nemesis 2 doesn't even have that ambition, it's a cheap rip off of The Terminator with a muscled female who is so low on acting ability she makes Olivier Gruner seem like a master thespian and the action sequences lack the explosive scope that was the main selling point of the original. I'll admit I was no fan of the original but it deserved a better follow up than this. The original also featured a good cast like Tim Thomerson, Cary Hiroyuki Tagawa, Thom Mathews, Brion James, Thomas Jane and yes Jackie Earle Haley this one features nobody and this time it's just a dull movie with a pretentious vibe. In fact after I saw this, it inspired to add a half star to the original.<br /><br />* out of 4-(Bad)",0
"Sheesh! What a dreadful movie. Dodgy camera work, a script with more corn than Kellogg's, and acting so hammy you could open a pig farm with it. <br /><br />To cap it all, it doesn't know which audience to aim at - we have Cornel Wilde - or is that Corny Wilde? - getting on his soap box about the hazards of smoking any time someone lights a cigarette, dear oh dear, and in another awkward scene we have the baddie, Lobo, forcing his, ahem, if you will, 'male friend' to do a striptease dressed in a bikini. Try explaining that one to the kids...<br /><br />Throw in an overly contrived Treasure Island-cum-Jaws type storyline, and the result is a film so unintentionally funny, it's enjoyable - I shouldn't expect a Special Edition DVD any time soon, though.",0
"Damp telling of the American Revolution.<br /><br />When farmer 'Tom Dobb' (Al Pacino) and his son arrive in New York Harbor, they are immediately conscripted by street urchin Annie Lennox... Annie Lennox?... to contribute to the war effort.<br /><br />After getting chopped down by bits of chain-link fired from British cannons, Tom and his son are promptly chastised by Continental Army sympathizer 'Daisy' (Nastassja Kinski) for 'not standing their ground'. Following this Kodak moment, a series of digressive chapters take place including Tom's participation in a 'foxhunt' in which he must carry a model of ""poor old Georgie Washington"" stuffed in effigy while running from a lace handkerchief-wielding English captain (Manning Redwood), and having a barbecue with a group of Iroquois Indians as they plan on the best way to sneak back into the fighting so Al and his ingrate kid can kick the crap out of British officer Donald Sutherland's butt.<br /><br />Director Hugh Hudson presents a unique style of film-making and the atmosphere is as thick as the proverbial London fog, but the scriptwriter's painting of the redcoats as evil monsters once again reveals Hollywood's patented hatred of the British.<br /><br />Steven Berkoff appears as an enlisted American soldier.",0
"After the opening credits, there's a black screen for about a minute. A minute of nothing, then a girl wakes up and takes a shower.Then her and two college friends are driving to a rock concert, after much padding, they hit something and skid off the road. They awaken in a cabin inhabited by a wheelchair-bound old lady and her offspring.The killings are sadly very tame for a supposed Video Nasty. The twist ending silly and predictable. No one involved in the mess would ever make anything of note again. So there are still happy endings sometimes.<br /><br />Eye Candy: Sara Ansley gets topless, and Laurel Munson has full frontal on display <br /><br />My Grade: D",0
"I am currently doing film studies at A.S level and ""this is not a love song"" is a film we watched and in my opinion it is a film with a very simple storyline but a complex back-story. If you scratch the surface you will find a thriller-chase film of two men running through the countryside from farmers, after committing a murder:-""sounds quite exiting"".<br /><br />However you need to dig deeper to uncover the true feeling of the true genre. As it is suggested, it is a love story between two homosexual lovers, filled with trust, deceit and betrayal. We are not told about this ""love"" directly through the film but the events that happen through out, for example the way Heaton acts towards Spike almost screams this untouched love affair in our faces.<br /><br />Overall this film is a good example of why British films should not be dismissed as ""rubbish"" just because they are done on a low budget.<br /><br />A Good film with an intricate story line, however it is definitely an acquired taste and is possibly not suitable for the average fan of Hollywood blockbusters.",1
"in a not so conventional sense of the word.<br /><br />This movie was one of my favorites as a young child, and I just recently remembered it, and thought to look it up. While many of the details are no longer clear in my mind, the overall feeling that the movie gave me has stuck with me over the years.<br /><br />If parents feel that their children can handle mature and sometimes violent themes, then I highly recommend this movie. It taught me a lot about life and death, and brought forth in me a lot of emotion. To this day, it remains one of my favorite films.",1
"All day now I've been watching dinosaurs, and all day they've had the same fundamental problem.<br /><br />They don't believe in firearms. They just don't seem to have been _told_ about them or something. Bullets _bounce_ off of dinosaurs! Maybe it's because they became extinct millions of years before the invention of gunpowder, and the laws of physics were just different back then... Aah, no. Come on. If they're close enough to chemically operate today, they'd have to be vulnerable to fast (even subsonic) lead projectiles. It's that simple.<br /><br />Look, the toughest-skinned reptiles on the planet today, alligators and crocodiles, are completely vulnerable to basic rifle fire. They're nothing magic. You can shoot a pistol round right through the heavy scales on their backs. They don't take armor-piercing bullets or anything special. Small bullets penetrate them, they just don't kill them. Somewhat (but not REALLY) large bullets are preferred because the challenge (as with most game) is to kill the animal with one shot, so it doesn't run. (Hunters consider it immoral to allow prey to run off and die unharvested.)<br /><br />Most animals, including predators, are easily repelled by gunfire. Between the noise, and the pain of even a non-lethal wound, most will run away. An exception are big bears, which are so fearless that they're merely enraged by mortal wounds. Cape buffalo are regarded as highly dangerous because they are well known to charge when wounded. We've seen video of the big bulls of a herd of cape buffalo rescuing a calf from an entire pride of lions. A big cat will run if it can, but if it can't it will charge as a final act of desperation. Where a T.Rex would fit in this spectrum is unknown. Their behavior simply has not been observed. With these larger animals, safe hunting becomes a matter of applying an appropriately large and powerful projectile, and/or applying several of them rapidly enough to counter its charge. With a T.Rex, of course, this could be a serious problem. I've seen a T.Rex skull (they have one in the museum downtown) and carrying a gun big enough to bust that might be impractical. Chewing its neck off with lots of smaller fire might be a more viable approach. Small bullets would still _penetrate_ them, they wouldn't just bounce off just because the animal is too big to easily kill! <br /><br />So here we have Cortez and his men (this is _before_ the famous Mexican campaign, apparently) captured by American natives and scheduled for sacrifice on the pyramid. It appears that all those human sacrifices were about appeasing the bloodthirst of the pair of T.Rexes that terrorized the continent in the day. Rather than just having their hearts cut out and being fed to the lizards, Cortez et al talk the Aztecs into letting them hunt & kill them. OK, maybe they don't have M-16s like the guys in the ""Carnosaur"" series, but they _do_ have flintlocks, crossbows, pointed sticks (big ones, made from trees) and swords. Maybe that's a little less uneven than squads of soldiers with full auto, but they've several guys and I'd quickly bet on them over a dinosaur. Oh, wait, there's a _cannon_, about a 4-incher. That's just the ticket for busting a Tyrannosaurus' skull! So they lay a trap, with a squad of men, cannon, pointed sticks in a ravine, and lure the first T.Rex into it, using a pretty brown girl as bait. Cortez points out that they'll NOT have time to reload, so they'll have to close the range until they can be certain of their aim. T.Rex totally ignores their volley of flintlock fire, and we see both a crossbow bolt _and_ the cannon ball _bounce_ off! Forget it. End of credibility. A crossbow bolt would defeat Cortez' torso armor, and a 4"" cannon ball might penetrate the hull of a wooden ship! This would also _certainly_ get through the hide, ribcage, or skull of any animal ever to walk this planet. (Do you think a _whale_ could withstand a 4"" cannon ball?) And here's T.Rex, still standing, not even bleeding. So Cortez lures it to the ravine, where it falls onto the pointed sticks, which (I guess by magic) penetrate it and kill it. Yaaay, pointed sticks! <br /><br />The dinos aren't completely invulnerable to gunfire - they manage to put out an eye of the second one with a pistol. This runs it off, so it's NOT as mean as a bear or a buffalo, at least in the movies.<br /><br />They kill the second dinosaur with a bomb - made from a gourd filled with gunpowder and gemstones. My money would still be on the cannon. It's engineered function is to concentrate all the gunpowder's energy in one direction - toward the target. A bomb is a much more diffused application of force. A _real_ bomb (NOT a gourd bomb) has a steel casing which contains the explosion to extremely high pressure. (Think: pipe bomb vs firecracker.) A pile of gunpowder set on fire will simply go POOF. (Trust me on that one.)",0
"Although a tear jerker it is definitely a ""feel good"" movie. All the actors were excellent and Will Smith as always, does the job and does it well. I could go on but pick any ten of the ""10"" ratings and they've said it as well and likely better than I could. <br /><br />BUT, since I must include at least 10 lines to post a comment I will say that Rosario Dawson was largely unknown to me as a viewer. Her performance was most enjoyable and I look forward to seeing her perform in many films to come.<br /><br />AND, this film demonstrates that Will Smith has nothing further to prove in terms of his ability as an actor.",1
"I couldn't believe how lame & pointless this was. Basically there is nothing to laugh at in the movie, hardly any scenes to get you interested in the rest of the movie. This movie pulled in some huge stars but they were all wasted in my opinion. I think Keanu Reeves must've taken some acting lessons a fews years after this movie before he stared in The Matrix. Uma Thurman looked very simple & humble. Luckily i got this movie for a very low price because its certainly not a movie to remember for any good reasons. I won't write anything about the story of the movie, but as you should know that she is meant to be the most famous hitchhiker across America because of her huge thumb. I would give this movie a 2 / 10. Before I watched this movie I was wondering why this movie has only got a 4.0/10, & now I know why. A very disappointing movie. Don't buy it even if you see it for under $5.",0
"As of this writing John Carpenter's 'Halloween' is nearing it's 30th anniversary. It has since spawned 7 sequels, a remake, a whole mess of imitations and every year around Halloween when they do those 'Top 10 Scariest Movies' lists it's always on there. That's quite amazing for a film that was made on a budget of around $300,000 and featured a then almost completely unknown cast of up and coming young talent. I could go on and on, but the big question here is: How does the film hold up today? And all I can say to that is, fantastically! <br /><br />Pros: A simple, but spooky opening credits sequence that really sets the mood. An unforgettable and goosebump-inducing score by director/co-writer John Carpenter and Alan Howarth. Great cinematography. Stellar direction by Carpenter who keeps the suspense high, gets some great shots, and is careful not to show too much of his villain. Good performances from the then mostly unknown cast. A good sense of humor. Michael Myers is one scary, evil guy. A lot of eerie moments that'll stay with you. The pace is slow, but steady and never drags. Unlike most other slasher films, this one is more about suspense and terror than blood and a big body count.<br /><br />Cons: Probably not nearly as scary now as it was then. Many of the goofs really stand out. <br /><br />Final thoughts: I want to start out this section by saying this is not my favorite film in the series. I know that's not a popular opinion, but it's really how I feel. Despite that it truly is an important film that keeps reaching new generations of film buffs. And just because it's been remade for a new generation doesn't mean it'll be forgotten. No way, no how.<br /><br />My rating: 5/5",1
"This is one of the first and best Columbos, starring Robert Culp and Ray Milland. Robert Culp appeared on another Columbo, as did several other villains, including Patrick McGoohan, William Shatner, and Jack Cassidy. Ray Milland also made a later appearance.<br /><br />In this one, Ray Milland is convinced his beautiful wife, played by Patricia Crowley, is having an affair, so he hires Culp to investigate. Culp has a blackmailing business on the side, so he gives Milland a fake report and threatens Crowley with the real one if she doesn't pay up. They get into a huge fight in Culp's home, and she winds up murdered. Enter Columbo.<br /><br />Culp does everything he can to get Columbo off the case, including offering him a job, but Columbo is on to him from the beginning.<br /><br />Excellent episode.",1
"The title of this film nearly put me off watching it. Not being a Manchester United fan, the mere mention of Beckham was a bit off putting, however I put my prejudices behind me and I'm glad I did.<br /><br />I wasn't expecting much of a film, but I was pleasantly surprised. The film sped along with me never looking at my watch and I enjoyed every second of the film. If you liked East is East then you'll love this film. OK so the storyline is nothing new, and the classic storylines are contained within the film but it's all done very funnily, and with a breath of fresh air. The film moves very fast and keeps the audiance entertained. The occaisional funny moments are a good chuckle and not some poor attempt at humour, and best of all it's a good british comedy.",1
"Gritty, dusty western from director Richard Brooks, who seems thoroughly engrossed in the genre while keeping all the usual clichés intact. Early 1900s horse race attracts a low-keyed cowboy (Gene Hackman), a suave gambler (James Coburn), a cocky kid (Jan Michael Vincent), and even a FEMALE (a surprisingly game Candice Bergen). Once the preliminaries are out of the way (with the predictable arguments over whether or not a woman should take part), this becomes a fairly engrossing entry, though one which breaks no new ground (it instead resembles something from Gary Cooper's era). Good-looking, if overlong piece has macho verve and a fine cast, yet the mechanisms of the plot get tiresome rather quickly. ** from ****",0
"Director Raoul Walsh was like the Michael Bay of the '40's and years before that. And I mean that in a positive way, since I'm definitely ain't no Bay-hater. His movies are just simple high quality entertainment, just like the Raoul Walsh movies were in his days.<br /><br />""Gentleman Jim"" is fine quality entertainment. Besides a first class director, it also features a first grade cast, with Raoul Walsh's regular leading man Errol Flynn in the main part.<br /><br />What surprised me was how well the boxing matches were brought to the screen. They used some very dynamic camera-work, which also really made the boxing matches uplifting and exciting to watch, with the end championship fight against John L. Sullivan as the ultimate highlight. <br /><br />Biopics of the '40's and earlier on were obviously still very much different from biographies being made this present day. Modern biographies often glorify its main subject and show his/her life from basically birth till death and everything, mostly emotional aspects, in between. 'Old' biopics were just made the same as movies that weren't based on actual real life persons, which also means that the film-makers would often use a use amount of creative liberty with the main character's personality and events that happened in his/her life. This movie is also not just a biography about a boxing legend but also forms a nice portrayal from the period when illegal bare knuckle fighting entered the modern era of boxing.<br /><br />Errol Flynn does a great job portraying the real life famous boxer James J. Corbett aka Gentleman Jim. Not too many people known it but Flynn did some real good acting jobs in the '40's, of which this movie is one. Fysicaly he also looks in top-shape. He also looks quite different by the way without his trademark small mustache in this movie. The movie also features some fine supporting actors and some fine acting throughout.<br /><br />A great and entertaining movie that also still truly holds up real well today.<br /><br />8/10",1
This was a really funny movie.<br /><br />Every 1 in the movie was trying to be serious that is what made this movie so funny. I mean come on a shark's head on a human body. Can it get any funnier. Good job Sci-Fi keep the comedy movies coming. I never thought movies could get anymore retarded. If they keep it up they will have to rename the sci fie channel the comedy sci fi channel or something like that.<br /><br />I cant wait 4 the next blockbuster movie from sci fi.<br /><br />Ill be ready with a bowl of popcorn and a case of beer or a bottle of liquor and Ill be ready to laugh it up again!!!,0
"An absorbing (although repetitive and rather didactic) analysis of exploitation and despair in a situation where there is no way forward or up, where the attempts to make yourself feel better by violating and putting down whoever is below you seems to be the only option. But even here, in this desolate wasteland of lost dreams and no future, that does not work, and reaching out to something or someone to comfort and share with, a simple act of charity, gives some reward, even if it just makes the present bearable by reviving memories of the past.<br /><br />Although there is little actual on screen violence, this is a harsh and brutal film about the small mindedness of oppression (politically and personally) that does not make for easy entertainment. Clearly based on a play, with a small cast, a broader more expansive relation to the general social and political environment would possibly have helped the film to reach a wider audience.",1
"This is the best Chinese movie I have ever seen, and, in my opinion, a lot better than Hero or Chrouching Tiger, Hidden Dragon. The movie is a unique combination of several genres: It's a beautiful love story, action movie, comedy and horror at the same time. And the most amazing thing is that it really succeeds in all of this!<br /><br />This movie definitely makes it to my top 5, and should be enjoyable to every movie lover. The action sequences do have the traditional unrealistic jumping and even flying, but the way it's shot differs from the style of Hero a lot and the flying always looks great and usually even makes sense (ghosts can fly)<br /><br />See this movie, you won't regret it. 10/10",1
"This is a run-of-the-mill nature porn movie. By porn, I don't mean sex. I mean gratuitous images of (for example) thousands of birds together, or hundreds of walruses, or a giant waterfall or iceberg. Several of the shots in the film seem to exist solely to make their way into the trailer, to get people into theatres to see it for all of ten seconds before it disappears never to be seen again for the rest of the film.<br /><br />There is almost no plot in this film. Told to expect a story of three animal families, ""better than March of the Penguins"", the movie simply doesn't deliver. The blame rests in three key areas: (1) the writers who gave James Earl Jones some of the worst lines to narrate in nature film history, (2) the music team who over-dramatized everything to tell you what you should be feeling, even when the film fails to motivate, and lastly but most importantly (3) the editors who had the story jump from place to place with no rhyme or reason, no continuity, no flow, sucking the life out of the entire film -- a film about life. When we got to the whales halfway through the film, I sunk back in my seat with dread, hoping against hope that the film was more than halfway through, and that I'd be able to survive the long endurance test along with the animals on screen.<br /><br />There was also almost no science in the film at all. They attributed hot and cold (all of it, not just the seasons) solely to the Earth's tilt, ignoring the fact that we'd have even greater extremes from location to location if there was no tilt because the poles would never warm. And it would be worst if we had no rotation (relative to revolution) like Mercury, because half the planet would bake and the other half would freeze. Then near the end they used the phrase ""humans and animals"", as if humans are not animals, somehow exempt from the laws of nature. So much for science.<br /><br />I must credit the camera work, however, and again that is why I call this nature porn. Everything from super-slow-motion to what appears to be a finely-tuned mechanically-controlled time-lapse photography, was put to use to provide some (and I caution, only ""some"") stunning moments that do raise the bar compared to other nature films. That said, I am not convinced that it was all nature on the screen. Some of the shots showing the great watering hole in Africa, as it changed from season to season seemed like CGI to me. A director might have expected such suspicion and built in other shots to demonstrate that it's all natural, but they didn't do that.<br /><br />For a film about Earth, I had expected a lot more of Earth to be shown. What we saw was pristine. We had to take the narrator's word for it that some species are at risk due to climate changes. They didn't show us evidence of it. They didn't show us Alberta's poisonous tailing ponds visible from space. They didn't show us the great Pacific trash whorl. They didn't show us a nighttime picture of human light pollution around the planet. These are as much Earth as anything else. Why cover it up for a feel-good whitewash? <br /><br />My last criticism of the content is of predation. Any time a predator was shown on the screen actually hunting prey, the music turned almost into that Mt Doom scene from Lord of the Rings, with the predator portrayed as some kind of Sauron ultimate-evil character. But predators aren't evil. They perform a necessary service, ensuring that the best members of the prey species survive. We are predators ourselves. Any time the predator caught the prey, we immediately cut away to something else, to sort of pretend that death and eating don't really happen. The final insult was the ""dad"" polar bear being left to die after he dared to try to eat. ""Bad bear! Bad!"", you can almost hear them say.<br /><br />On to the presentation itself. My theatre may be in part to blame for this, but maybe not. I had expected to see something with greater clarity than I could see on my own HDTV LCD at home. But the picture was blurry, and was presented in the same 16:9 ratio I could get at home, instead of the wider ratio many films come in these days. And during one action-packed scene near the end, the film (I can't imagine this happening digitally, from how it looked) was damaged, and we lost several of the colors, eventually blacking out completely. That repeated about three times.<br /><br />If they actually do plant a tree on my behalf, it will have been worth it. But how will I know?",1
"Just like wine, ""Johnny Dangerously"" gets better and better with every day. This clever, witty, well-acted film could very well stand on its own - but as a parody of the gangster genre, it's truly outstanding. In fact, it's quite obviously the best film of its kind... the funniest spoof of mob movies and even the respective period - although, admittedly, this position is probably easier to achieve when its main competitors are such primitive, vulgar and dull pseudocomedies as ""Jane Austen's Mafia"".",1
"I'm allowed to write 1000 words about this film, but one word could suffice: bizarre. Hubby and I didn't laugh so much as gawk at this truly dreadful movie. We kept looking at each other with our best ""What the...?"" expressions. There is no way to adequately describe this movie. Killer tomatoes were funny, but this is just sick. What kind of mind produces images like these and then puts them on film for others to see? What kind of mind includes innocent children in this weird, weird movie and then packages it as if it is appropriate for children? Parents, whatever you do, if your child still believes in Santa, don't let him/her see this movie. Preteens can watch it -- probably with ""What the...?"" expressions on their faces. If you decide to inflict this movie on others, you might want to spike their eggnog.<br /><br />Quite possibly the worst film ever made.",0
"This overrated, short-lived series (a measly two seasons) is about as experimental and unique as a truck driver going to a strip bar. I am not quite sure what they mean by ""ground-breaking"" and ""original"" when they fawn all over Lynch and his silly little TV opus. What exactly is their criteria of what is original? Sure, compared to the ""Bill Cosby Show"" or ""Hill Street Blues"" it's original. Definitely. Next to ""Law & Order"" TP spews originality left and right.<br /><br />Fans of TP often say that the show was canceled because too many viewers weren't smart enough, open enough for the show's supposed ""weirdness"", its alleged wild ingenuity, or whatever. As a fan of weirdness myself, I have to correct that misconception. There is nothing too off-the-wall about TP; it is a merely watchable, rather silly whodunit that goes around in circles, spinning webs in every corner but (or because of it) ultimately going nowhere. The supposed weirdness is always forced; the characters don't behave in a strange way as much as they behave in an IDIOTIC way half the time. There's a difference...<br /><br />Whenever I watch the ""weird dream"" sequence in ""Living In Oblivion"" in which the dwarf criticizes the director (Buscemi) for succumbing to the tired old let's-use-a-midget-in-a-dream-scene cliché, I think of Lynch. You want weird? ""Eraserhead"" is weird - in fact, it's beyond weird, it's basically abstract. You want a unique TV show? Watch ""The Prisoner"". You want a strange-looking cast? Felini's and Leone's films offer that. TP looks like an overly coiffed TV crime drama in which all the young people look like fashion models. The cast gives TP a plastic look. Kens & Barbies en masse.<br /><br />In fact, one of the producers of TP said that Lynch was looking for ""unique faces"" for the series. Unique faces? Like Lara Flynn Boyle's? Sheryll Fenn's? Like those effeminate-faced ""hunks"" straight out of men's catalogs (or gay magazines)? Don't get me wrong; there is nothing wrong with getting an attractive cast, especially with beauties like Fenn (the way Madonna would look if she were 1000 times prettier), but then don't go around saying you're making a ""weird show with weird-looking people"". And I have never understood Lynch's misguided fascination with Kyle MacLachlan (I should get a medal for bothering to spell his name right). He is not unlikable, but lacks charisma, seeming a little too bland and polished. His character's laughable ""eccentricities"" were not at all interesting, merely one of Lynch's many attempts to force the weirdness, trying hard to live up to his reputation - him having completely lost his edge but that time. Everything Lynch made post-""Elephant Man"" was very much sub-par compared to his first two movies. What followed were often mediocre efforts that relied on Lynch's relatively small but fanatical fan base to keep him in the public eye by interpreting meanings into his badly put-together stories that don't hold any water on closer scrutiny. In other words, Lynch is every intellectual-wannabe's darling. <br /><br />So Laura Palmer was killed by her Dad...? He was obsessed by the devil or some such nonsense. That's the best this ""great mind"" could come up with... You've got B-movie horror films that end with more originality. <br /><br />Lynch is neither bright nor hard-working enough to come up with a terrific story.<br /><br />Go to http://rateyourmusic.com/~Fedor8, and check out my ""TV & Cinema: 150 Worst Cases Of Nepotism"" list.",0
"In France, it's considered polite from French critics to genuflect to the apparently cohesive chain of films Brian De Palma left behind him. However, a good proportion of his films are marred by bombastic effects ""Carrie"" (1976), ""the Fury"" (1978) ""Scarface"" (1983) without mentioning his borrowings from Hitchcock. Here, in ""Dressed to Kill"", it's impossible not to think of ""Vertigo"" (1958) for the long sequence in the museum while the key moment in the lift makes inevitably think of the shower anthology sequence in ""Psycho"" (1960). About our involved film, I don't want to revive the old debate: does De Palma rip off Hitchcock? Instead, i would tend to be generous and to classify ""Dressed to Kill"" in the category of De Palma's winners alongside ""Sisters"" (1973) and ""Obssession"" (1976). With however some reservations and they're the ones I previously enumerated which fuel the bickering between De Palma's rabid fans and his detractors.<br /><br />If there's one sure thing in ""Dressed to Kill"" which can generate general agreement among film-lovers, it's De Palma's virtuosity in directing. He wields his camera just like a filmmaker expert is supposed to do. His sophisticated camera work brilliantly fuels the suspense which entails a rise of the tension and a discomforting aura. The audience is easily glued in front of the screen. This is helped by the use of several long silent sequences during which everything depends on looks and gestures. By the way, in ""Psycho"", there were also long silent, suspenseful parts...<br /><br />But the main drawback in De Palma's 1980 vintage is that the quality of the plot can't be found wanting and appears to be a rehash of many formulaic, corny ingredients pertaining to an incalculable number of murder stories. The prostitute is the sole witness of the crime. Then, she's suspected by the police and has to act on her own (with a little help from the victim's son from the scene in the subway onwards)) to track down the murderer and to prove her innocence. Apart from the fact that De Palma uses a type of character who for once isn't demeaned at all, it's a menu which smells the reheated. And the filmmaker ends his film on a sequence that echoes to the opening one. Yes, it's superbly filmed but when one discovers its real function, one figures: ""it's almost gratuitous filler"". Perhaps De Palma wanted to stretch his film beyond one hour and a half when at this time the viewer knows (and even before) who the killer is.<br /><br />The two central mainsprings in De Palma's set of themes articulate hinges on manipulation and voyeurism. The latter theme is well present in ""Dressed to Kill"" from the first scene onwards which makes the film almost look like a soft porn movie. And the filmmaker isn't afraid to film his main actress and wife Nancy Allen in her underwear. I find his approach about this theme rather doubtful. But maybe the first sequence was conceived to be a mirror of the viewer and De Palma wanted to stir his peeping tom side.<br /><br />I don't want to demean at all De Palma's work. His prestigious work in directing which entails a communicative treat to film redeems the global weakness of the story and its doubtful aspects. Twenty six years after, the controversy he aroused amid movie-goers isn't ready to subside.",1
"Beginning with its long opening shot of seemingly endless rows of assembly line workers in a Chinese factory, Manufactured Landscapes attempts to show the devastating impact of industrialization on the natural environment and traditional societies. Its droning narrative assumes that industrial development in China and elsewhere is entirely unprecedented, as if there had never been an industrial revolution in Europe and America and Karl Marx had never visited the British Museum. That there might be a connection between the present-day Asian drive for industrialization and wealth and earlier experiences of starvation and terror is never mentioned.<br /><br />At the same time, there's an effort to present Edward Burtynsky's photographs of industrial waste as somehow ""beautiful"". Much of the film is a slide show of these images. They are well produced, of museum size, and have apparently appeared in several exhibitions. To me, however, they only demonstrate that almost any photograph can be made to appear beautiful if well presented. Industrial waste is still industrial waste. The relationship, if any, between the photographs and the film's spoken message remains unclear.<br /><br />I don't mean to imply that there aren't real and sometimes desperate problems when countries rush to industrialize. Manufactured Landscapes, however, offers only strange and bitter hopelessness. It's like a two-hour lecture by Noam Chomsky. Maybe it has some value as a demonstration of what's wrong with the American (and Canadian) Left.",0
"""Ah Ritchie's made another gangster film with Statham"" thought the average fan, expecting another Snatch/Lock Stock; expecting perhaps a couple of temporal shifts, but none too hard for ""me and the lads"" to swallow after a few beers.<br /><br />Ah, pay attention, you do need to watch this film. No cups of tea, no extra diet cokes from the counter, no ""keep it running"" shouts as you nip to the fridge - watch the film! No laughs other than those you may make yourself from the considerable violence (and if that floats your boat, so be it) but sharp solid direction, excellent dialogue, and great performances.<br /><br />My favourite - Big Pussy from The Sopranos, always a reliable hood.",1
