description,label
"SOW N-13 term shall commence on the SOW N-13 Effective Date and terminate on May 23, 2015.",Terms
"The Administrative Agent shall have received a Notice of Borrowing or Notice of Conversion/Continuation, as applicable, from the Borrower in accordance with Section  2.3(a) , 4.2 or 5.2 , as applicable.",Notices
"The number of Shares earned as determined under the Performance Schedule will be paid to you only if you become vested in the Shares. You will become vested in the Shares on the Vesting Date provided you do not have a Termination of Affiliation prior to the Vesting Date except as otherwise provided in paragraph 5 of this Performance Shares Award section, and subject to any other forfeiture of Shares under paragraph 9 of this Performance Shares Award section. If you have a Termination of Affiliation prior to the Vesting Date, then except as provided in paragraph 5 of this Performance Shares Award section, you will forfeit all Performance Shares, and will have no right to earn or receive payment of any Shares under this Agreement.",Vesting
"Enter into or permit to exist any transaction or series of transactions with any officer, director or Affiliate of such Person other than (a) transactions with the Parent or any of its Restricted Subsidiaries that are not otherwise prohibited under this Agreement and any Permitted Intercompany Investments, (b) transactions expressly permitted by this Agreement, (c) employment agreements, expense reimbursement, compensation and benefits arrangements, (d) those agreements listed on Schedule 8.08 and (e) except as otherwise specifically limited in this Agreement, other transactions which are on terms and conditions not materially less favorable to such Person as would be obtainable by it in a comparable arm’s-length transaction with a Person other than an officer, director or Affiliate.",Transactions With Affiliates
"The Parties (and their respective officers, directors, employees, subsidiaries, affiliated or otherwise related corporations or other business entities) agree that they will not at any time after the date of this Agreement make any materially untrue statement about any of the other Parties (or the other Parties’ respective officers, directors, employees, subsidiaries, affiliated or otherwise related corporations or other business entities) or the business of the other Parties (or the other Parties’ respective subsidiaries, affiliated or otherwise related corporations or other business entities), the Purchase Agreement, or this Agreement.",Non-Disparagement
"While you are employed by the Company, you shall serve as Chief Financial Officer for the Company. In that capacity, you will shall report to the Chief Executive Officer of the Company (your “ Manager ”), and perform such duties as the Manager may direct from time to time. You shall be obligated to work full time for the Company and to devote your full time, attention, energy, knowledge and skills to carrying out your duties and responsibilities. You agree to perform the duties required by this Agreement faithfully, diligently and to the best of your ability in a manner that is in the best interests of the Company and its members and with such care as an ordinary prudent person in a like position would use under similar circumstances. You also agree that you will not use any confidential information or trade secrets of any third party in violation of any agreement or the rights of such third party in the performance of your duties required by this Agreement, and that you will not knowingly violate any United States federal, provincial, state or local laws or regulations applicable to you, the Company, its products, services or operations including, without limitation, the provisions of the United States Foreign Corrupt Practices Act or the regulations promulgated thereunder in the performance of such duties. You acknowledge that the Company’s Common Stock is registered under Section 12(b) of the Securities Exchange Act of 1934, as amended (the “ Act ”) and accordingly the Company is required to make public filings under Section 13 of the Act. In connection with such filings, you will be deemed the principal executive officer of the Company and You are aware of your obligations under the securities laws with respect to being designated the principal executive officer. A trade secret shall have the meaning provided by law, and is generally intended to mean information, including a formula, pattern, compilation, program, device, method, technique or process, that (a) derives independent economic value, actual or potential, from not being generally known to, and not being readily ascertainable by proper means by, other persons who can obtain economic value from its disclosure or use; and (b) is the subject of efforts that are reasonable under the circumstances to maintain its secrecy. You will be subject to and must comply fully with all Company policies and procedures that may be adopted that are applicable to employees, as may be established or amended from time to time.",Positions
"This Agreement constitutes the entire agreement and understanding of the parties hereto with respect to the obligations addressed herein and supersedes all prior or contemporaneous oral or written agreements regarding the subject matter hereof, except that Nondisclosure Agreement between Employee and the Advisor dated as of September 26, 2016 shall remain in full force and effect in accordance with its terms.",Entire Agreements
"Employee recognizes and agrees that a violation of Employee’s obligations under this Section 3, or under Section 4, or subparts (a) or (d) of Section 5 may cause irreparable harm to the Company that would be difficult to quantify and that money damages may be inadequate. As such, Employee agrees that the Company shall have the right to seek injunctive relief (in addition to, and not in lieu of any other right or remedy that may be available to it) to prevent or restrain any such alleged violation without the necessity of posting a bond or other security and without the necessity of proving actual damages. However, the foregoing shall not prevent Employee from contesting the Company’s request for the issuance of any such injunction on the grounds that no violation or threatened violation of the aforementioned Sections has occurred and that the Company has not suffered irreparable harm. If a court of competent jurisdiction determines that Employee has violated the obligations of any covenant for a particular duration, then Employee agrees that such covenant will be extended by that duration.",Specific Performance
"All costs, expenses or fees, including, without limitation, fees and disbursements of counsel, financial advisors, accountants, brokers, finders or investment bankers, incurred in connection with this Agreement and the transactions contemplated hereby will be paid by the party incurring such costs and expenses, whether or not the Closing will have occurred.",Expenses
The headings of the Sections and the Table of Contents have been inserted for convenience of reference only and shall not be deemed to constitute a part of this Agreement.,Headings
"Except as set forth on Schedule 4.9 on the Closing Date, there is no Litigation pending in which an adverse decision would be reasonably likely to have a Material Adverse Effect or which in any manner draws into question the validity of any of the Operative Documents.",Litigations
"The Company is duly formed, validly existing and in good standing under the laws of Nevada, with full corporate power and authority for the ownership and operations of its properties and for the carrying on of its business as now conducted.  The Company has all requisite corporate power and corporate authority to execute and deliver this Agreement, to perform all its obligations hereunder, to issue and deliver the Exchange Stock.",Organizations
"(i) Seller has full power and authority to execute and deliver this Agreement and all other documents to be executed and delivered by Seller pursuant to this Agreement (the “ Seller Documents ”), and to perform all obligations of Seller under each of the Seller Documents, (ii) the execution and delivery by the signer on behalf of Seller of each of the Seller Documents, and the performance by Seller of its obligations under each of the Seller Documents, has been duly and validly authorized by all necessary action by Seller, and (iii) each of the Seller Documents, when executed and delivered, will constitute the legal, valid and binding obligations of Seller enforceable against Seller in accordance with its terms, except to the extent Purchaser itself is in default thereunder.",Authority
"Obligors have developed and implemented and maintain in effect internal controls, policies and procedures, management oversight, monitoring, audit and training designed to ensure compliance by Obligors, their Subsidiaries and their respective directors, officers, employees and agents with applicable Anti-Corruption Laws and applicable Sanctions.  Obligors, their Subsidiaries and, to the knowledge of any Obligor, their respective officers, employees, directors and agents are in compliance with Anti-Corruption Laws and applicable Sanctions.  None of (a) Obligors, any Subsidiary or any of their respective directors or officers, or (b) to the knowledge of any Obligor, any employee or agent of any Obligor or any Subsidiary that will act in any capacity in connection with or benefit from the credit facility established hereby, is a Sanctioned Person or otherwise subject to Sanctions.  No Borrowing, use of proceeds or other transaction will violate Anti-Corruption Laws or applicable Sanctions.",Anti-Corruption Laws
"This Award will vest (if at all) as specified in the Award Memorandum on the date the Compensation Committee certifies the level of achievement of the Performance Goal(s), provided you remain in employment through the last day of the Performance Period. Subject to any deferral election then in effect, the Shares subject to this Award will be issued as indicated in this Agreement. This Award also may continue to vest following your Retirement (as defined below), death or Disability as described in Section 5(a).",Vesting
"The Representative may terminate this Agreement (i) at any time prior to the Closing Date by written notice to the Company if any of the events described in Section 7(d) (No Material Adverse Change) shall have occurred or if the Initial Purchasers shall decline to purchase the Securities for any reason permitted by this Agreement or (ii) on the Closing Date if any condition described in Section 7 is not fulfilled or waived in writing by the Initial Purchasers on or prior to the Closing Date. Any termination pursuant to this Section shall be without liability on the part of (a) the Company or the Guarantors to the Initial Purchasers hereunder, except that the Company and the Guarantors shall be obligated to reimburse the Initial Purchasers for out-of-pocket expenses (including fees and expenses of their legal counsel) incurred by the Initial Purchasers and their designated affiliates in connection with their services provided hereunder or (b) the Initial Purchasers to the Company or the Guarantors, except, in the case of each of clauses (a) and (b), that the provisions of Sections 9 and 10 hereof shall at all times be effective and shall survive such termination.",Terminations
"Executive agrees that for a period of two (2) years following the Separation Date, the Executive will not take any action or make any statement which disparages the Company or its practices or which disrupts or impairs its normal operations, such that it causes material adverse impact to the Company or its Related Entities. The Company (whether through any member of its Board of Directors, any executive officer or any spokesperson acting on behalf of the Company) agrees that, for a period of two (2) years after the Separation Date, the Company will (i) direct its directors and executive officers, in their capacities as such, to not make any statement which disparages Executive, his tenure with the Company or his future employment prospects, such that it causes material adverse impact to Executive, his reputation or his future employment prospects and (ii) not issue statements or publish a press release that disparages Executive. This Section 9 shall not be violated as a result of truthful statements required by subpoena or court order or if a response is otherwise required as provided by law. For the avoidance of doubt, this Section 9 supersedes Executive’s post-employment separation obligations to the Company as set forth in Section 18((g) of the Employment Agreement.",Non-Disparagement
"(a) Subject to Article   VII , unless otherwise mutually agreed in writing between the Company and the Requisite Commitment Parties, the closing of the Backstop Commitments (the “ Closing ”) shall take place at the offices of Milbank, Tweed, Hadley & McCloy LLP, 28 Liberty Street, New York, New York 10005, at 11:00 a.m., New York City time, within three (3) Business Days of the date on which all of the conditions set forth in Article   VII shall have been satisfied or waived in accordance with this Agreement (other than conditions that by their terms are to be satisfied at the Closing, but subject to the satisfaction or waiver of such conditions). The date on which the Closing actually occurs shall be referred to herein as the “ Closing Date ”.",Closings
"This Warrant shall be governed by and construed and enforced in accordance with, and all questions concerning the construction, validity, interpretation and performance of this Warrant shall be governed by, the internal laws of the State of Delaware, without giving effect to any choice of law or conflict of law provision or rule thereof.",Governing Laws
"Unless otherwise provided in a Participant’s Grant Agreement, if a Participant ceases to be a director, officer or employee of, or to perform other services for, the Company or any Subsidiary due to his or her death, all of the Participant’s Awards shall become fully vested and all of the Participant’s options shall become exercisable and shall remain so for a period of one year from the date of such death, but in no event after the expiration date of the options.",Death
"Each Obligor has taken all action necessary to authorize the execution and delivery of, and the performance of its obligations under, this Amendment and any other Amendment Documents to which it is party; and no consent or approval of any Person, or registration or filing with any Governmental Entity, is required in connection herewith, except such as has been obtained or made and is in full force and effect.",Authorizations
"All of the Borrowers’ obligations under this Article III shall survive termination of the Aggregate Commitments, repayment of all other Obligations hereunder, and resignation of the Agent.",Survival
This Warrant shall be binding and inure to the benefit of the parties and their respective successors and assigns hereunder; provided that this Warrant may be assigned by Holder only in compliance with the conditions specified in and in accordance with all of the terms of this Warrant. This Warrant does not create and shall not be construed as creating any rights enforceable by any other person or corporation.,Successors
The Executive shall continue to serve as the Company’s Chief Executive Officer. The Executive shall be responsible for all duties customarily associated with a Chief Executive Officer in a publicly-traded company. The Executive shall report directly to the Company’s Board of Directors (the “Board”) and shall be subject to reasonable policies established by the Board. During the Term of Employment the Executive will also serve on the Company’s Board of Directors to the extent elected by the stockholders of the Company.,Duties
"In consideration of Executive’s performance of the responsibilities and duties set forth in this Agreement, the Company will provide Executive the compensation specified in this Agreement. The Company will pay Executive a salary of $164,967.00 per year (“Base Salary”). Such Base Salary will be payable in accordance with the customary payroll practices of the Company. During the term of this Agreement, the Board may consider increasing, but not decreasing (other than a decrease which is applicable to all senior officers of the Company and in a percentage not in excess of the percentage decrease for other senior officers), Executive’s Base Salary as the Board deems appropriate. Any change in Base Salary will become the “Base Salary” for purposes of this Agreement.",Base Salary
"This Agreement and each Joinder Agreement, and the terms, covenants and conditions hereof and thereof, shall be binding upon and inure to the benefit of the parties hereto, and to their respective successors and assigns, except that no Grantor shall be permitted to assign this Agreement, any Joinder Agreement or any interest herein or therein or in the Disposition Proceeds Collateral, or any part thereof or interest therein, or otherwise pledge, encumber or grant any option with respect to the Disposition Proceeds, or any part thereof, or any cash or property held by the Administrative Agent as the Disposition Proceeds under this Agreement except as expressly permitted herein or in the Credit Agreement. Without limiting the generality of the foregoing sentence of this Section 4.15, any Lender may assign to one or more Persons, or grant to one or more Persons participations in or to, all or any part of its rights and obligations under the Credit Agreement (to the extent permitted by the Credit Agreement); and to the extent of any such assignment or participation such other Person shall, to the fullest extent permitted by law, thereupon become vested with all the benefits in respect thereof granted to such Lender herein or otherwise, subject however, to the provisions of the Credit Agreement, including Article IX thereof (concerning the Administrative Agent) and Section 10.06 thereof (concerning assignments and participations). All references herein to the Administrative Agent and to the Secured Parties shall include any successor thereof or permitted assignee, and any other obligees from time to time of the Secured Obligations.",Assignments
"Each party shall deliver all notices, requests, consents, claims, demands, waivers and other communications under this Agreement (each, a “ Notice ”) in writing and addressed to the other party at its address set out below (or to any other address that the receiving party may designate from time to time in accordance with this Section 14). Each party shall deliver all Notices by nationally recognized overnight courier (with all fees pre-paid) or certified or registered mail (in each case, return receipt requested, postage prepaid). Except as otherwise provided in this Agreement, a Notice is effective only: (a) upon receipt by the receiving party and (b) if the party giving the Notice has complied with the requirements of this Section 14.",Notices
"(a)  The Parent will (i) fulfill and cause each member of the Controlled Group to fulfill its obligations under the minimum funding standards of Section 302 of ERISA and Section 412 of the Code with respect to each Plan, (ii) comply with all applicable provisions of ERISA and the Code with respect to each Plan, except where such failure or noncompliance would not reasonably be expected to have a Material Adverse Effect and (iii) not, and not permit any member of the Controlled Group, to (A) seek a waiver of the minimum funding standards under ERISA, (B) terminate or withdraw from any Plan or (C) take any other action with respect to any Plan which would reasonably be expected to entitle the PBGC to terminate, impose liability in respect of, or cause a trustee to be appointed to administer, any Plan, unless the actions or events described in the foregoing clauses (A), (B) or (C) would not reasonably be expected to have a Material Adverse Effect.",Erisa
"This Agreement may be executed in one or more counterparts, each of which will be deemed an original, and all of which together will be deemed to be one and the same instrument. Signatures to this Agreement transmitted by facsimile transmission, by electronic mail in portable document format (.pdf) form, or by any other electronic means intended to preserve the originals graphic and pictorial appearance of a document, will have the same effect as physical delivery of the paper document bearing the original signatures, and shall be deemed original signatures by both Parties.",Counterparts
"If either Party reasonably believes that any Presage Patent in the Territory is being infringed by a Third Party, or is subject to a declaratory judgment action arising from such infringement pursuant to which a Third Party claims that any Presage Patent is invalid or unenforceable, or a Third Party is engaged in an unauthorized use or misappropriation of any Presage Know-How that pertains to the Compound or a Product in the Territory (an “ Infringing Activity ”), the Party possessing such knowledge or belief shall promptly notify the other Party and provide it with details of such infringement or claim that are known by such Party. In addition, in the event that Presage believes that any Patent Right Controlled by MEI or any of its Affiliates that relates to the Compound and/or Product, including the composition, method of use and/or method of manufacture thereof, including any MEI Patent, if any, is being infringed by a Third Party or is subject to a declaratory judgment action arising from such infringement pursuant to which a Third Party claims that any MEI Patent is invalid or unenforceable, Presage shall promptly notify MEI and provide it with details of such infringement or claim.",Notices
"I, Christopher Santi, do hereby release and discharge Vapor Corp. and each of its parent companies, subsidiaries, each of the respective direct and indirect equity owners of any of the foregoing, each of the respective Affiliates of any of the foregoing, and each of the respective officers, directors, members, managers, partners, equity owners, employees, representatives and agents of any of the foregoing (collectively, the “ Employer Affiliates ”, and each an “ Employer Affiliate ”) from any and all claims, demands or liabilities whatsoever, whether known or unknown or suspected to exist by me, which I ever had or may now have against any Employer Affiliate, from the beginning of time to the Effective Date (as defined below), including, without limitation, any claims, demands or liabilities in connection with my employment, including wrongful termination, constructive discharge, breach of express or implied contract, unpaid wages, benefits, attorneys’ fees or pursuant to any federal, state, or local employment laws, regulations, or executive orders prohibiting inter alia , age, race, color, sex, national origin, religion, handicap, veteran status, and disability discrimination, including, without limitation, the Age Discrimination in Employment Act, Title VII of the Civil Rights Act of 1964, as amended by the Civil Rights Act of 1991, the Civil Rights Act of 1866, the Employee Retirement Income Security Act of 1974, the Americans with Disabilities Act of 1990, and any similar state statute or any state statute relating to employee benefits or pensions but specifically excluding claims, demands or liabilities related to my ownership of equity in Holdings or for indemnification in connection with my service as a director or officer of the Company or any of its Affiliates.  I fully understand that if any fact with respect to which this Release is executed is found hereafter to be other than or different from the facts believed by me to be true, I expressly accept and assume the risk of such possible difference in fact and agree that the release set forth herein shall be and remain effective notwithstanding such difference in fact.  I acknowledge and agree that no consideration other than as provided for by the Employment Agreement has been or will be paid or furnished by any Employer Affiliate.",Releases
"The Executive shall be entitled to vacation time of twenty (20) days per year, subject to proration based on partial years of service.",Vacations
"Upon any termination of Executive’s employment for any reason or non-renewal of this Agreement after the Term, Executive shall be entitled to receive the following compensation and benefits:  (A) any accrued but unpaid Base Salary (to be paid as provided in Paragraph 3(a)) as of the Date of Termination (as defined below); (B) reimbursement for expenses incurred by Executive prior to the Date of Termination in accordance with Paragraph 4(d) hereof; (C) vested benefits, if any, to which Executive may be entitled under the Company’s employee benefit plans as of the Date of Termination; and (D) any additional amounts or benefits due under law or any applicable plan or agreement of the Company other than this Agreement (the amounts and benefits described in clauses (A) through (D) above, collectively, the “ Accrued Compensation and Benefits ”).  Payment of Accrued Compensation and Benefits under this Paragraph 6 shall in all events be paid in accordance with the Company’s payroll procedures, expense reimbursement procedures or plan terms, as applicable, or in accordance with applicable law. Thereafter, the Company shall have no further obligations to Executive with regard to Accrued Compensation and Benefits.  This provision does not apply to or control payment of any Incentive Compensation, provided in paragraph 3(b) herein.",Benefits
"The execution and delivery of this Amendment by each Loan Party, and the performance of the Loan Agreement, as amended hereby, (i) have been duly authorized by all necessary action, (ii) do not and will not contravene (A) any of its Governing Documents, (B) any applicable material Requirement of Law or (C) any material Contractual Obligation binding on or otherwise affecting it or any of its properties, (iii) do not and will not result in or require the creation of any Lien (other than pursuant to any Loan Document) upon or with respect to any of its properties, and (iv) do not and will not result in any default, noncompliance, suspension, revocation, impairment, forfeiture or nonrenewal of any permit, license, authorization or approval applicable to its operations or any of its properties, except, in the case of this subclause (iv), to the extent where such contravention, default, noncompliance, suspension, revocation, impairment, forfeiture or nonrenewal could not reasonably be expected to have a Material Adverse Effect.",Authorizations
"(a) Keep all material property necessary in the operation of its business in good working order and condition, ordinary wear and tear and casualty excepted, except where the failure to do so could not reasonably be expected to result in a Material Adverse Effect and (b) maintain with reputable insurance companies that are financially sound at the time such insurance is purchased insurance on all its property in at least such amounts and against at least such risks as are customarily insured against in the same general area by companies engaged in the same or a similar business; provided , however , that the Borrower and its Subsidiaries may self-insure to the extent consistent with prudent business practice.",Insurances
No event shall have occurred and be continuing that constitutes an Event of Default (as defined below).,No Defaults
"If any provision or provisions of this Agreement shall be held to be invalid, illegal or unenforceable for any reason whatsoever: (a) the validity, legality and enforceability of the remaining provisions of this Agreement (including, without limitation, each portion of any Section of this Agreement containing any such provision held to be invalid, illegal or unenforceable, that is not itself invalid, illegal or unenforceable) shall not in any way be affected or impaired thereby; (b) such provision or provisions shall be deemed reformed to the extent necessary to conform to applicable law and to give the maximum effect to the intent of the parties hereto; and (c) to the fullest extent possible, the provisions of this Agreement (including, without limitation, each portion of any Section of this Agreement containing any such provision held to be invalid, illegal or unenforceable, that is not itself invalid, illegal or unenforceable) shall be construed so as to give effect to the intent manifested thereby.",Severability
"This Agreement may be executed in one or more counterparts, each of which shall be considered an original instrument, but all of which shall be considered one and the same agreement. The parties shall execute two (2) originals of this Agreement (one for each party), whether or not executed in counterparts.",Counterparts
"Each Credit Party and each Subsidiary thereof are, taken as a whole, Solvent.",Solvency
"Unless sooner terminated pursuant to Section 4 of this Agreement, and subject to the provisions of Section 5 hereof, the term of employment under this Agreement shall commence as of the date hereof and shall continue for a period of one year. The term automatically shall be extended by one day for each day of employment hereunder. Notwithstanding the foregoing the term of employment under this agreement shall terminate, if it has not terminated earlier, without further action on the part of the Company or Executive upon Executive’s 65th birthday.",Terms
"The Company agrees to indemnify, exonerate and hold free and harmless the Service Provider and each of its partners, shareholders, members, controlling persons, Affiliates, directors, officers, fiduciaries, managers, employees and agents and each of the partners, shareholders, members, controlling persons, Affiliates, directors, officers, fiduciaries, managers, employees, agents and professional advisors of each of the foregoing (collectively, “ Related Persons ” and, together with the Service Provider , the “ Indemnitees ”) from and against any and all actions, causes of action, suits, claims, liabilities, losses, damages, claims, costs and expenses (including any expense relating to enforcement of rights and obligations hereunder and reasonable attorneys’ fees and expenses incurred in connection with the investigation, settlement and/or defense thereof, including in respect of third party claims), awards or settlements incurred by an Indemnitee (a “ Loss ”, provided that, for avoidance of doubt, the term “Loss” shall not be deemed to include any diminution in value of the investment by the Service Provider’s affiliated investment funds (including without limitation the Apax Funds and Affiliates of the Apax Funds), directly or indirectly, in the Company) before or after the date of this Agreement and arising out of, resulting from, or relating to: (23) this Agreement or the Services provided hereunder, (23) the transactions contemplated by the Merger Agreement, (23) any advice or other Services provided by the Service Provider to the Company whether before, after or on the date hereof or (23) any indemnities or “hold harmless” obligations entered into by the Service Provider or any of its Related Persons with any auditor, service providers, consultant or other person in connection with the transaction contemplated by the Merger Agreement; provided , that the Company will only be required to indemnify, exonerate and hold free and harmless such Indemnitees from such Losses to the extent that such Losses are attributable to the actions or omissions of or otherwise attributable to the Company; provided further , that the foregoing indemnification rights shall not be available to the extent that (a) any such Losses are incurred as a result of such Indemnitee’s willful misconduct or fraud or (b) subject to the rights of contribution provided for below, to the extent indemnification for any Losses would violate any applicable law or regulation, in each case, as determined by a final non-appealable ruling of a court of competent jurisdiction. In any action, suit or proceeding against any Indemnitee relating to or arising out of, or alleged to relate to or to arise out of, any such action or non-action, the Indemnitee shall have the right jointly to employ, at the expense of the Company, counsel of the Indemnitee’s choice, which counsel shall be reasonably satisfactory to the Company, in such action, suit or proceeding. The indemnification rights contained in this Agreement shall be cumulative and in addition to any and all other rights, remedies and recourse to which an Indemnitee, its heirs, successors, assignees and administrators are entitled. The indemnification provided in this Agreement will inure to the benefit of the heirs, successors, assignees and administrators of each of the Indemnitees. If the indemnification provided for above is unavailable in respect of any Losses, then, in lieu of indemnifying an Indemnitee, the Company agrees to contribute to the amount paid or payable by such Indemnitee in such proportion as is appropriate to reflect the relative fault of the Company on the one hand, and such Indemnitee, on the other hand, in connection with the actions which resulted in such Losses, as well as any other equitable considerations.",Indemnifications
"The Company has not received written notice that its or any of its Subsidiaries’ material patents, patent applications, trademarks, trademark applications, service marks, trade names, copyrights, licenses and other similar rights that the Company and its Subsidiaries owns, uses, or has the rights to use (collectively, the “ Intellectual Property Rights ”), violates or infringes upon the rights of any Person. The Company and its Subsidiaries own or possess all rights to use, option and/or license, as the case may be, all material Intellectual Property Rights necessary for the conduct of their respective businesses as currently being conducted. To the knowledge of the Company, no former or current employee, no former or current consultant, and no third party joint developer of the Company or its Subsidiaries has any material Intellectual Property Rights made, developed, conceived, created or written by the aforesaid employee, consultant or third party joint developer during the period of his or her retention by, or joint venture with, such Company or its Subsidiaries which can be asserted against any of the Company or its Subsidiaries.",Intellectual Property
"The Participant and the Company acknowledge that the restrictions imposed by this Section 6 are reasonably necessary to protect the legitimate business interests of the Company, and that the Company would not be willing to offer the Restricted Stock pursuant to this Agreement in the absence of such agreement. The Participant agrees that any breach of this 6 by the Participant would cause irreparable damage to the Company and that in the event of such breach the Company shall have, in addition to any and all remedies of law, the right to an injunction, specific performance or other equitable relief to prevent the violation of any obligations hereunder, without the necessity of posting a bond, plus if the Company prevails with respect to any dispute between the Company and the Participant as to the interpretation, terms, validity or enforceability of this Section 6, the recovery of any and all costs and expenses incurred by the Company, including reasonable attorneys’ fees in connection with the enforcement of this Section 6. The Participant further acknowledges and agrees that any period of time during which he or she is in violation of the covenants set forth in this Section 6 shall be added to the applicable restricted period. Resort to such equitable relief shall not be construed to be a waiver of any other rights or remedies that the Company may have for damages or otherwise.",Remedies
"There are no actions, suits, proceedings, claims or disputes pending or, to the knowledge of the Borrower, overtly threatened in writing, at law, in equity, in arbitration or before any Governmental Authority, by or against the Borrower or any of the Restricted Subsidiaries that would reasonably be expected to have, individually or in the aggregate, a Material Adverse Effect.",Litigations
"All documents and records of the Company, including, without limitation, all financial records, vouchers, canceled checks, and bank statements, shall be delivered to the Liquidator upon termination of the Company. The Liquidator shall retain such documents and records for a period of not less than seven (7) years and shall make such documents and records available during normal business hours to any other Member for inspection and copying at such other Member’s cost and expense.",Records
"(a)  Interest and fees payable pursuant hereto shall be calculated on the basis of a 360-day year for the actual days elapsed, except that, with respect to ABR Loans the rate of interest on which is calculated on the basis of the Prime Rate, the interest thereon shall be calculated on the basis of a 365- (or 366-, as the case may be) day year for the actual days elapsed. The Administrative Agent shall as soon as practicable notify the Borrower and the relevant Lenders of each determination of a Eurodollar Rate. Any change in the interest rate on a Loan resulting from a change in the ABR or the Eurocurrency Reserve Requirements shall become effective as of the opening of business on the day on which such change becomes effective. The Administrative Agent shall as soon as practicable notify the Borrower and the relevant Lenders of the effective date and the amount of each such change in interest rate.",Fees
"This Amendment may be executed by one or more of the parties to this Amendment on any number of separate counterparts (including by facsimile or other electronic transmission), and all of said counterparts taken together shall be deemed to constitute one and the same instrument. A set of the copies of this Amendment signed by all the parties shall be lodged with the Company and the Managing Administrative Agent.",Counterparts
"During the Term, the Executive shall be entitled to vacation, holiday, and sick leave, in accordance with the Company’s vacation, holiday, and other pay-for-time-not-worked policies.",Vacations
"This Agreement shall be administered, interpreted and enforced under the internal laws of the State of Delaware, without giving effect to any choice of law or conflict of law provision or rule (whether of the State of Delaware or any other jurisdiction) that would cause the application of the laws of any jurisdiction other than the State of Delaware.",Governing Laws
"The Company shall pay interest to the Holder at the rate of eight percent (8%) per annum on the principal amount of this Note outstanding from time to time from and after the Original Issue Date through and including the Maturity Date. Notwithstanding the above and anything to the contrary contained herein, the minimum amount of interest due and payable hereunder at any time through and including the first anniversary of the Original Issue Date of this Note shall be an amount not less than equivalent to eight percent (8%) of the initial principal amount of this Note. For clarity and not for limitation, such minimum of eight percent (8%) interest shall be guaranteed, independently of any conversion or repayment of any principal hereunder. From and after the first anniversary of this Note, through and including the payment of all obligations hereunder, interest shall accrue on a daily basis at the rate of eight percent (8%) per annum.",Interests
"During Executive’s employment with the Company, the Company shall pay Executive a base salary at the annual rate of three hundred forty thousand dollars ($340,000.00), less payroll deductions and withholdings, which shall be payable in accordance with the standard payroll practices of the Company. Executive’s base salary shall be subject to periodic review and adjustment by the Board from time to time in the discretion of the Board.",Base Salary
"A Lender shall not be required to make any such assignment or delegation if, prior thereto, as a result of a waiver by such Lender or otherwise, the circumstances entitling the Borrower to require such assignment and delegation cease to apply.",Miscellaneous
"The provisions of this Agreement shall be binding upon and inure to the benefit of the parties hereto and their respective successors and assigns permitted hereby, except that neither the Borrower nor any other Credit Party may assign or otherwise transfer any of its rights or obligations hereunder without the prior written consent of the Administrative Agent and each Lender, and no Lender may assign or otherwise transfer any of its rights or obligations hereunder except (i) to an assignee in accordance with the provisions of subsection (b)  of this Section, (ii) by way of participation in accordance with the provisions of subsection (d)  of this Section or (iii) by way of pledge or assignment of a security interest subject to the restrictions of subsection (e)  of this Section (and any other attempted assignment or transfer by any party hereto shall be null and void). Nothing in this Agreement, expressed or implied, shall be construed to confer upon any Person (other than the parties hereto, their respective successors and assigns permitted hereby, Participants to the extent provided in subsection (d)  of this Section and, to the extent expressly contemplated hereby, the Related Parties of each of the Administrative Agent and the Lenders) any legal or equitable right, remedy or claim under or by reason of this Agreement.",Successors
"Each of the representations and warranties set forth in this Agreement or in any certificate delivered pursuant to Section 2.9(a)(iv) or Section 2.9(b)(ii) will survive the Closing and remain in full force and effect until the date that is the three year anniversary of the Closing Date (the “ Survival Date ”), except that the Fundamental Representations will survive the Closing and remain in full force and effect until expiration of the applicable statute of limitations. The covenants will survive the Closing until the Survival Date; provided , however , that any covenant contained in this Agreement that, by its terms, provides for performance following the Closing will survive and continue in full force and effect until such covenant is performed or observed in accordance with its terms. Notwithstanding the foregoing, any representation or warranty in respect of which indemnity may be sought under this Agreement prior to the Survival Date will survive the time at which it would otherwise terminate pursuant to the preceding sentence if written notice of the inaccuracy or breach thereof giving rise to such right of indemnity has been given to the party against whom indemnification may be sought prior to such time.",Warranties
"By accepting the PRSUs, you agree that you will comply with Brazilian law when you vest in your PRSUs and sell Shares. You also agree to report and pay any and all taxes associated with the vesting of the PRSUs, the receipt of any dividends and the sale of Shares.",Compliance With Laws
