description,label
"Just the ultimate masterpiece in my opinion. Every line, every phrase, every picture is exactly in place and Lindsay Crouse and Joe Mantegna are just THE cool shrink and the sleazy con-man, so well cast. 10 out of 10!",Positive
"Its too bad a lot of people didn't understand this and the next episode.<br /><br />But don't worry! ill explain it too you :)<br /><br />This episode is split in 2 parts.<br /><br />first part is Tony's ""Dream"" in his coma. Second part is what happens in real life.<br /><br />now what people didn't understand is that Tony's dream is more then just a dream. in this episode its about his preparation for his Death. He loses his own identity and eventually even forgets himself, thus he disconnects all his bindings with this world. You will notice what I'm saying at the doctor scene, where tony says he has lost his briefcase which contains ""his life"". They makers really did a superb job of interpreting they're own thoughts of what happens when you die. <br /><br />If you understand the whole plot you will find this and the next episode an unique thing, with great spiritual meanings.<br /><br />Like every sopranos episode the acting and filming is superb. <br /><br />Only thing i didn't understand was what the role where of the monks. gonna re watch it till i get this.<br /><br />anyways this episode really touched me, and i don't think anyone else can make a better view of what happens in a almost death experience.<br /><br />10/10 no doubt.",Positive
I saw this in the theater during it's initial release and it was disturbing then as I'm sure it would still be. It was the first part of '68 and this was still making the rounds in towns across America and there had recently been a mass-murder in my hometown where I saw this where a man went on a shooting rampage. The freshness of that close-to-home event combined with this dramatized true story made for a very disturbing theatrical experience. It really brought to life the excellent acting of Robert Blake and Scott Wilson. I was familiar with the novel based on the true event by Truman Capote and the screenplay and direction by Richard Brooks wove the event and Truman's interpretation into compelling gritty cinematic adaptation. Music from Quincy Jones effectively scores it's story. I've only seen this a couple times since. It was too real. Almost like being a witness to the crime itself and riding along with the killers. I would give this a 9.0 of a possible 10. Society is so desensitized to violence and crime today that this probably seems slow and tame and could be viewed with less effect but to anyone over 50 this will be a hallmark into the examination of the criminal psyche.,Positive
"The only film I've ever walked out on. Amazing, since I paid for myself and my date and I'm really cheap. But my brain couldn't stand any more of the dreck being piled on, particularly since I could have written funnier material while tie up and gagged.<br /><br />From the beginning to the end this film offends. Worse, it ain't funny. It wasn't funny then, and it sure ain't funny now. But even worse, is that this film represents the beginning of the end of really smart, sophisticated comedy. It's juvenile, really sophomoric script and ideas began an era (which continues to this day) where cheap laughs, and sexual innuendo dominate the culture of comedy in film.<br /><br />Sexual Olympics? What High School kid hasn't thought of that? The beginning of the end.",Negative
"It as absolutely incredible to me that anyone could make the comment that this film is not preachy. It is not only oppressively preachy, but absurd, stagebound, dramatically straight-jacketed, and painfully overwrought. Watching it, one feels like an 8 year old child being punished by having to write ""I will not become a fascist"" on the blackboard 100 times.<br /><br />Now I understand that it was made during the height of WW2, and was intended to be a brave condemnation of Hitler and the terrible suffering he brought about, (which anyone would whole-heartedly applaud) and I'm sure it accurately captured the mood of the day. But it is presented in such an immature, over-obvious, sledgehammer way, it fails abysmally as a work of art.<br /><br />The only good performances here are from Paul Lukas, who brings sincerity and intensity to his role as a quietly heroic anti-fascist; and Lucile Watson as the amusingly ill-mannered rich grandmother who slowly comes to realize how dangerous the world has become. Though their rootless upbringing has subjected them to all kinds of hardships, the children are ridiculously shown as robotically well-behaved little snips. They do not even remotely resemble real human beings. And Bette Davis, a great actress, here is so one dimensionally noble I cringed every time she was on screen. Her every word, her every gesture is meant to convey how SUPPORTIVE and UNDERSTANDING she is of the SACRIFICES her husband has to make and the great CAUSE he is fighting for, that she must've been wired to receive a painful electric shock if she dared allowed any hint of doubt or shading to surface in her portrayal.<br /><br />So yes, this is a very IMPORTANT film, just not a very good one.",Negative
"This movie ""Joshua"" is extremely disturbing, and downright pointless. It actually makes me shudder to think there are people who would enjoy watching it. Without giving away the story it is about a young boy's reaction to his newborn sister, and that is just the tip of the iceberg. During the entirety of this movie the viewer is subjected to some of the most unsettling child behavior imaginable. Adding insult to injury, by the end of this movie there is absolutely no real outcome except the fruition of pure evil at the hands of a child no less, who outsmarted a whole group of dumb adults. There is no redemption, no justice served, and a whole group of adults who are not smart enough to see what is going on around them. Frankly, I did not enjoy watching this movie. It was extremely unsettling. Even for those who might enjoy horror movies, this movie could be too much. Despite the fact this movie was well acted, the story itself is so disturbing that watching it was equivalent to a 90 minute wait in a dentist's waiting room in anticipation of some painful dental procedure.",Negative
"Of course I was watching BG. I loved S1, I liked season 2, season 3 was OK, and loved the final one. Yay, there is a spin-off show! I didn't know about this at all, one of my friends told me about this. I was really excited.<br /><br />I watched the first 3 episodes... What a piece of rubbish! Teenage girl drama fest. There is no science fiction... well, hardly any. At the end of every episode we can catch a glimpse of a Cylon. That's all. Who cares this? Did they decide that the next show's target audience will be females under 18? Boring religious nonsense talking, moaning, bitching... and some more.<br /><br />It is just sad that there is nothing out there at the moment to watch. Stargate ruined, BG over...",Negative
"Wow! Wow! Wow! I have never seen a non-preachy documentary on globalization until I saw MARDI GRAS: MADE IN CHINA. This film has zero narration and combines verite footage with sensitive interviews with four teenage workers in China who live inside a factory compound. They play with toys, jump rope, and dance. Yet, the majority of their days and nights consist of work, work, and work -- but the footage of their work is illuminating and mesmerizing to watch. The owner of the factory in China is amazingly open, so much so that he hits home the effects of globalization while he ""punishes"" the workers. Astutely following Mardi Gras beads from China to the Carnival, the film reveals how the local is connected to the global through humor and interesting, compelling footage from both cultures. One of the most interesting parts in this film is the cross cultural introduction of factory workers and Mardi Gras revelers to each other through pictures. Here, the film comes full circle and shows how images can be a point of communication and transformation. The film is never preachy, is not guilt driven, and allows everyone's point of view to be present. At the end, we -- the viewers -- make up our own conclusions about the complexity of the film, and globalization.",Positive
"You've been fouled and beaten up in submission by my harsh statements about ""femme fatale"" / ""guns n' gals"" movies! Now comes another breed in disappointing rediscoveries: ninja movies! Many of these I've seen before, and let me tell you, they aren't all that's cracked up to be! They usually don't stick to the point. This, among all others, suffers from no originality! What's a ninja got to do with preventing a nuclear holocaust in Russia? And isn't this supposed to be a ""martial arts"" movie, too? Does plenty of gunfire sound like an incredible action movie to you? Is blood the number one reason to love this to death? Will you waste some of your hard-earned cash over a lady singing in her see-through tank top? The answers to these important questions are found in THE NINJA MISSION, which should be in the martial arts section of your video store. For even more nonsense ninja fun, try checking out those Godfrey Ho movies put out by Trans World. You get what you deserve, and that's a promise! Recommended only for hardcore ninja addicts!",Negative
"As a Dane I'm proud of the handful of good Danish movies that have been produced in recent years. It's a terrible shame, however, that this surge in quality has led the majority of Danish movie critics to lose their sense of criticism. In fact, it has become so bad that I no longer trust any reviews of Danish movies, and as a result I have stopped watching them in theaters.<br /><br />I know it's wrong to hold this unfortunate development against any one movie, so let me stress that ""Villa Paranoia"" would be a terrible film under any circumstances. The fact that it was hyped by the critics just added fuel to my bonfire of disillusionment with Danish film. Furthermore, waiting until it came out on DVD was very little help against the unshakable feeling of having wasted time and money. <br /><br />Erik Clausen is an accomplished director with a knack for social realism in Copenhagen settings. I particularly enjoyed ""De Frigjorte"" (1993). As an actor he is usually funny, though he generally plays the same role in all of his movies, namely that of a working-class slob who's down on his luck, partly because he's a slob but mostly because of society, and who redeems himself by doing something good for his community. <br /><br />This is problem number one in ""Villa Paranoia""; Clausen casts himself as a chicken farmer, which is such a break from the norm that he never succeeds in making it credible. <br /><br />It is much worse, however, that the film has to make twists and turns and break all rules of how to tell a story to make the audience understand what is going on. For instance, the movie opens with a very sad attempt at visualizing the near-death experience of the main character with the use of low-budget effects and bad camera work. After that, the character tells her best friend that she suddenly felt the urge to throw herself off a bridge. This is symptomatic of the whole movie; there is little or no motivation for the actions of the characters, and Clausen resorts to the lowest form of communicating whatever motivation there is: Telling instead of showing. Thus, at one point, you have a character talking out loud to a purportedly catatonic person about the way he feels, because the script wouldn't allow him to act out his feelings; and later on, voice-over is abruptly introduced, quite possibly as an afterthought, to convey feelings that would otherwise remain unknown to the audience due to the director's ineptitude. Fortunately, at this point you're roughly an hour past caring about any of the characters, let alone the so-called story.<br /><br />The acting, which has frequently been a problem in Clausen's movies, can be summed up in one sad statement: Søren Westerberg Bentsen, whose only other claim to stardom was as a contestant on Big Brother, is no worse than several of the heralded actors in the cast.<br /><br />I give this a 2-out-of-10 rating.",Negative
"Long, boring, blasphemous. Never have I been so glad to see ending credits roll.",Negative
"I don't know what the previous reviewer was watching but I guess that's what reviews are, personal taste. Missed in this movie was the depth, a very deep film, many layers of emotion, affecting. Undercurrents of withheld love because of submission to societal beliefs, taboos of the times and classes, race relations not being in a very good state of equality, guilt, yearning, hate, confusion, very dark emotionally I thought, under the skin, you have to submit to the aire of it, a flowing movie, not slow as stated before, release yourself to the flow of the film, the emotions will show themselves, characters reveal their flaws, their nasty insides, excellent and actually very cruel!",Positive
"An intriguingly bold film weaves the seemingly effortless camerawork with some superb casting and an explosive soundtrack to plot the damaging effects of the crime and corruption of the Santiago underworld on 2 naive young brothers from the southern city of Temuco.<br /><br />Film debutant Daniella Rios is the seductive erotic dancer Gracia, working in the nightclub owned by the face of the new mini-wave in Chilean film production, Alejandro Trejo. The elder brother, played maturely by Nestor Cantillana, is easily convinced to become Trejo's lead henchman, after a night at the stripclub to celebrate younger brother Victor's (Juan Pablo Miranda) seventeenth birthday. From the establishing shot of this opening scene, the film explodes into neo-noir exploration of everything the outside world doesn't usually expect to see in this country so stereotypically conservative and catholic.<br /><br />Gracia's charms of seduction attract the three men like bees to honey, although the circular narrative of the three-way fantasy romance revolves around the linear portrayal of major international drug deals between Trejo's men and the 'Gringo', Eduardo Barril. Power relations become a vital theme, as society's outsiders merge in a mini-family. The prostitute holds an exotic spell over all the chilean men in the film, emerging from her ambiguous position in the periphery of society, and is seen as holding the key to all three men's futures. The relationships between Trejo and Cantillana become important, as the boys' parents are conspicious by their absence (one assumes they still live in Temuco). Therefore it is Trejo, el padrino, who 'adopts' Cantillana, and effectively 'makes him' as a man in the city. Miranda rapidly becomes the desperate outsider, as his dependency on his 'father figure', Cantillana, becomes increasingly strained by jealousy over the beautiful Gracia. However, Miranda remains trapped by the constraint of still being in school - he is dependent on Cantillana, who is dependent on Trejo, for the money to survive. Trejo, in turn, is under the thumb of the 'Gringo', and his wealth has been accumulated through drug deals and well as his strip clubs. The figure of Gracia acts as a time bomb viewed as a beautiful firework, she wraps a web of beauty inside the patriarchy but the strain can only lead to one climax.<br /><br />As the tensions of these power relations come to head, Gracia remains ambiguously elusive. The viewer is never sure which male figure she will commit to. The film concludes tragically and explosively in a shoot out which realigns power relations and erases half the major male protanganists. The final shot of Miranda's beaten face speeding down the PanAmericano highway is despairingly powerful. The boy has been sucked in by the lure of the city's underworld, yet has lost his only visible family, and his woman, who is his only friend in the film. He has nothing. The overriding metaphors are bold and brave. This is a gangster film in Chile. The notions of family, no sex before marriage etc, are abolished, and instead the harsh realities of the other side of Santiago's coin are displayed in all their savage glory. Trejo beats Rios brutally, Rios and Miranda make love in a cinema reel room - a whore having sex with a minor she barely knows. The 'gringos' are seen to have a financial hold over this small Latin American nation, but not through the copper mines, through the illegal path of drugs.<br /><br />Waissbluth's triumph is in his presentation of this dark underworld, which raises so many social questions, more perhaps than the record-breakingly successful Sexo Con Amor, within a slick, smooth firecracker of a film, which place this film firmly alongside Sexo Con Amor, Taxi Para Tres, and El chacotero Sentimental, as cinematic evidence that Chile is well and truly artistically alive and kicking in the post-transition period 15 years after the censorship of the Military Regime.",Positive
"Much in the same way Frank Miller and his Sin City comics used black and white to express itself (and its film noir influences), so does Christian Volckman with Renaissance.<br /><br />It is the year 2054, in Paris. In the tradition of science fiction, the future is a bright, sparkling multi-teared jewel. This is a jewel in a setting of misery, inequity and darkness; bright and beautiful on top with a dark underbelly beneath. One of these ""bright"" people at the top, a research scientist from a very large and influential global company (Avalon), is kidnapped. The well known and efficient, Captain Karas (voiced by the new James Bond himself - Daniel Craig), is assigned the task to find her.<br /><br />The plot and layout is not overly original. It is heavily influenced by film noir, Gibson's Neuromancer and other detective stories, along with movies like Blade Runner, Sin City, Fritz Lang's Metropolis and Minority Report. There is the main plot, surrounded by other possible sub-plots that all connect at the end. It is not hard to figure it all out.<br /><br />The movie's strength and originality is in its intense visual presentation. Paris is an intricate array of levels and sub-levels. At its base is the more primitive industrial infrastructure. As the city rises, so does its architectural complexity and luminescence. Yet in this structure, the top does not equate with elevation of human ideals and behavior. Paris has been intricately animated and laid out in brilliant black and white. The movie is closer in spirit with Sin City (the comics) then Sin City the movie was with its source material. This is done all the more easy, because it is still remaining in relatively the same medium; animation. Much in the same way as a Scanner Darkly pushed the visual aspects of story telling, so does this. The light and dark, black and white creates an atmosphere of contrasts, as well as visual ambiguity. Right and wrong, black and white can lose all meaning at the same time it is right in front of us. The movie proves how black and white can be both ambiguous and obvious at the same time.<br /><br />In keeping with the spirit of the movie, I can be both critic and fan. I can love and loath in the same light. It is definitely an experience I recommend for lovers of the visual arts. So pour another Black and Tan, enter the void and enjoy the ride.",Positive
"OK, I didn't have high expectations but this film descending into depths I could not imagine.<br /><br />The plot, as it were, involved a priest of an obscure 2 member order investigating the death of the founder of the order by a Sin Eater. The Sin Eater allows for Catholics to achive salvation outside the authority of the Church and is yet another immortal in film with loads of ennui. Nevermind that this makes no sense since then a Baptist could give you salvation....we'll move on.<br /><br />I'll layout the plot w/o giving much away: the priest goes to Rome with his buddy to investogate. He brings with him a mental patient (I'm not making this up) who shot him during an excorism and who loves him (not one lick of this BTW is explained), a drunk Irish priest and Peter Weller as a Cardinal. They get to Rome, find some creepy kids who do nothing in the film, meet with a bondage gear S&M anti-pope that the drunk Irish guy knows (not explained) and who gives information by killing people (oh, BTW, he's a bad guy so he has an industrial/techno soundtrack) and then...umm, seriously, I'm not sure. the plot meanders about. Heath chills with the Sin Eater, flies to New York with the Sin Eater for an overnighter and then some other stuff happens and then (all off camera) the anti-pope falls and the film ends.<br /><br />About 1 hour into the film one really wonder if anything has happened. By the end something has happened but you can't be at all certain that it matters and since most of the drama takes place either before the movei or off-scren you're really feeling cheated.",Negative
"This movie is one of those ""WOW!"" movies. Not because it's the greatest movie of all time, but because it surprised me. Not only was it a T.V. movie, but it was on Elvis. I can safely say as many impersonators as there are there was only one Elvis, but I can also safely say that Kurt Russel came extremely close to being the real thing. It was one of the greatest impersonations that I have ever seen. He had me believing that it was really him. I learned a lot about Elvis' life from watching this movie. And don't led the television part of it let you stray-it's actually a really fantastic film! And Kurt Russel could've been Elvis' twin :)",Positive
"Jamie Foxx is fun but this movie has been done before. The bad guy plays a ""malkovichian"" character from ""In the Line of Fire"". The cops will do anything to find the bad guy - and of course the good guy has two sets of bad guys and one set of cops after him - all the while he is just trying to turn over a new leaf...",Negative
"I am not one of those people who just go online after I see a movie and decide to call it the worst movie ever made. If you doubt me, please look at my other reviews. However, for the first time ever, I have seen a movie so horrible that I wanted to write about how bad it was before it was even over.<br /><br />I LOVE bad movies. To me, Ed Wood is a genius, I thought Bloody Murder, Jeepers Creepers and most horrible horror movies were good. However, there is not a single good thing I can say about this film.<br /><br />The plot is basically non existent. If someone reading my review wastes their money to see it, they can discern for themselves what the plot might be, but I advise you that a nickel would be worth more than watching this movie.<br /><br />The special effects are bad.<br /><br />The acting is bad.<br /><br />The two leads are attractive, but that's all there is.<br /><br />I am not the type to spoil a movie for anyone, but I INVITE anyone to email me at foxbarking@yahoo.com to ask for my opinion on this movie before they waste a dime on it. I will tell you anything.<br /><br />I love bad movies, and I love horror and I love new inventive movies. I even love horror porn stuff like Hostel (Which some reviewers claimed this was like, but obviously they only thought so cause Roger Bart was in this and Hostel 2). But this may be the Number 1 most worthless and stupid and dumbass movie EVER made.<br /><br />And before you disregard this review, this is coming from someone who not only sat through the ENTIRE premiere of House of the Dead, but actually bought a copy of it.",Negative
"Tom Wolfe's sprawling, brilliantly observed satiric novel of life among New York snobbery gets a glossy look here but is nevertheless not well served. The film suffers not merely from the miscasting of everyman Tom Hanks as an uncaring Yuppie, Kewpie-doll Melanie Griffith as a manipulative southern belle and Bruce Willis (?!) as the darling of New York's literati. The most serious miscasting was in the director's chair. Robert Altman might have breathed life into these unlikeable characters and made them interesting, but Brian De Palma, for all of his visual sophistication, has never had an eye for the nuances of the human experience. The resulting film looks good but seems blah toward its subject of dehumanization in favor of status. Honestly, if a satire does not make the viewer angry, what is the point?",Negative
"this short film trailer is basically about Superman and Batman working together and forming an uneasy alliance.obviously,the two characters have vastly differing views on how to deal with crime and what constitutes punishment.it's a lot of fun to see these two iconic characters try to get along.i won't go int to the storyline here.but i will get into the acting,which is terrific.everyone is well cast.the two actors playing Superman and Batman are well suited to their characters.the same filmmakers that made Batman: Dead End and Grayson also made this short film.of the three,i probably liked this one the least,but i still thought it was well done.for me,World's finest is a 7/10",Positive
Absolutely horrific film. Ameteurish and it isn't funny at all. Lead character played by Mehmet Ali Erbil is very annoying. Edits by E.T and star wars is just plain stupid.<br /><br />Actor Yilmaz Goksal is the only good think about this movie. He should master his English and move to Hollywood. Hollywood can not find an actor with his qualities. Other than Goksal this movie is a garbage.<br /><br />Director Gani Mujde is a comic writer and this movie is his worst written work to this date.<br /><br />Music of Cem Karaca is another plus of this waste of money. Actor Sumer Tilmac also have some presence. Actor who plays the three sons has no talent what so ever.,Negative
"Despite its low-key release in this country, and its apparent disregard in other countries (the 'R' rating in the States can't have helped - honestly, just because HBC uses the C-word!), this is actually a fine piece of work. The sentimentality does occasionally threaten to choke it, but it's overcome by the playing of the two leads.<br /><br />It's easy to win plaudits just because you're playing a physical or mental cripple (Daniel Day-Lewis, Geoffrey Rush, Dustin Hoffman, etc.), and Helena Bonham-Carter may not quite capture the physical degradation of MND, but her vocal stretching and ruthless emotional drive compensate entirely. In fact, almost all her performance is conducted through her eyes (and what eyes!). This is an intelligent turn from an actress who is rapidly undoing her English Rose reputation, and emerging as a figure of some stature. Awards must surely follow, though not, alas, for this fine performance.<br /><br />Branagh, one feels, has never quite given his best on film (except possibly 'Hamlet', and there his playing was diluted by the large cast). Here, though, he tops his other appearances, playing to the hilt a self-loathing, unstable, ultimately lovable guy with a subtlety he hasn't always displayed, and exhibiting both intelligence and depth. In short, we believe him, just as much as we could NOT believe him as Frankenstein, as the priest in 'The Proposition', as the lawyer in 'The Gingerbread Man', even as Andrew in 'Peter's Friends'. This is surely his finest performance yet - so why could he not produce the goods much earlier?<br /><br />As a film, it looks more like a television offering, and without its stars it probably wouldn't amount to very much. But it's been a pleasure to see this pair perform their socks off like this, and I eagerly await more from them (though not 'Love's Labour's Lost'...). 8 out of 10, but Branagh and HBC get 10 out of 10.",Positive
"A call-girl witnesses a murder and becomes the killer's next target. Director Brian De Palma is really on a pretentious roll here: his camera swoops around corners in a museum (after lingering a long time over a painting of an ape), divvies up into split screen for arty purposes, practically gives away his plot with a sequence (again in split screen) where two characters are both watching a TV program about transsexuals, and stages his (first) finale during a thunderous rainstorm. ""Dressed To Kill"" is exhausting, primarily because it asks us to swallow so much and gives back nothing substantial. Much of the acting (with the exception of young Keith Gordon) is mediocre and the (second) finale is a rip-off of De Palma's own ""Carrie""--not to mention ""Psycho"". The explanation of the dirty deeds plays like a spoof of Hitchcock, not an homage. Stylish in a steely cold way, the end results are distinctly half-baked. ** from ****",Negative
"Gung Ho is one of those movies that you will want to see over and over again. Michael Keaton is put in charge of wooing a Japanese car company to come to his town thus creating jobs for the residents of Hadleyville. What happens after that is one hilarious moment after another. The two cultures clash and it is up to Keaton to hold things together. Look for great performances from Keaton, Gedde Watanabe, George Wendt, Mimi Rogers, John Turturro, Soh Yamamura and Sab Shimomo. All are perfectly cast. Don't be fooled by the low number rating. This is a 7.5 in my book. It is interesting to note that the town name of Hadleyville was also used in High Noon. Yes, there is a real Hadleyville but in Oregon.",Positive
"I'm a big fan of Morgan Freeman. 'The Shawshank Redemption' ranks at the top of my all-time favorite movies. But I have to admit that I have often wondered about his choice of roles. So many of his titles were big budget clichés with no heart. '10 Items Or Less' for me marks the return of Freeman to a role that truly showcases his considerable acting talents.<br /><br />Freeman plays an unnamed, formerly big time Hollywood actor who hasn't worked in several years. He has been offered a part in an unspecified indi picture for which he is doing some research at a grocery store in a poor neighborhood in LA. After being stranded there by his flaky driver, Freeman is offered a ride home by checkout girl Scarlet (Paz Vega), whom he has semi-befriended. Before she can take him home, however, Scarlet has a big job interview she needs to get to, and Freeman agrees to tag along in exchange for the ride.<br /><br />The movie follows Scarlet and Freeman to several locations, but the movie is really just a character piece about the interactions between the two. Freeman is the quintessential disconnected Hollywood type who hasn't heard of Target, and doesn't know his own telephone number or even what day of the week it is. He spouts wisdom from the Dalai Lama filtered thru his 'the whole world is but a stage' mentality, and repeatedly calls Scarlet's job interview an 'audition'. And yet he has a way with people, a way of affecting them that extends beyond his fame. He is a fan of humanity. He studies them, asks incessant questions about them, and delights in their quirks where others would simply be annoyed. In Scarlet, he sees the stubborn, proud loner that he was; he sees the man he used to be.<br /><br />Scarlet, for her part, displays a fierce pride and sharp tongue that serve to hide her own insecurities about herself. Vega plays the role with a connection to Freeman that skates the line between an almost daughterly love and physical attraction, although she plays it beautifully and it's not at all as creepy as it sounds. But even as she feels her connection to Freeman grow, Scarlet has a keen eye for the reality of their different worlds and cuts thru Freeman's Hollywood bull*hit with a sharp pragmatism that refuses to accept anything but the truth.<br /><br />The movie is smart, funny, and well written, with dialogue that is simple but effective. I read one IMDb review that said the lines were 'stilted', which I think is a misinterpretation of realistic human speech. There are no big soliloquies here, no deep soul searching moments. And so the trick is, I think, to show how people in ordinary, everyday life can forge connections with one another. And I think Freeman and Vega pull it off beautifully, painting a picture of a bond between two people that glitters like sun on the ocean, ethereal and elusive. Long after it's gone it lives on in your memories, tantalizing you with what might have been. OK, that was a bit flowery, but I really did like the performances and the movie. I would definitely recommend it.",Positive
"Good grief! While I still maintain that Manos: The Hands of Fate is the worst piece of mental torture available, Hobgoblins came awfully close. This...this...thing insults the audience at every opportunity.<br /><br />At least films like Space Mutiny and Future War can be enjoyed on mst3k, this one was a struggle to get through. I was literally writhing on the couch in anguish. This thing managed to embarrass me - alone!<br /><br />Even if you are a die-hard MST3K fan and have made it your mission to see every single experiment, think twice about seeing this one.<br /><br />It's that bad.",Negative
"This is the story of two guys who found a copy of 'Funky Monkey.' Finding this seemed odd at the time figuring that there are still posters for the movie at the local Cineplex Odeon. After seeing such classics as 'Every Which Way But Loose' and 'Project X,' these two guys figured movies with monkeys are awesome.<br /><br />These guys were in for a long ride as they watched this movie. There was some monkey that was replaced by a Stunt MAN when action sequences were required. It was apparent that the monkey wasn't trained in the school of Shakespearean acting. Perhaps replacing the monkey with Ben Affleck might have helped the guys thought.<br /><br />Maybe a strong sidekick would help like a Jackie Chan or heck maybe even Hulk Hogan. Luckily this movie had amazing martial artist and Jet Li look-a-like Matthew Modine. While some might argue that Matthew Modine doesn't come close to Jet Li, camera tricks prove that he is every bit as good. When it becomes obvious that an untrained chimp can't handle the movie, the movie leans on Matthew Modine to be the real star.<br /><br />Did I mention that there is some dorky kid that develops a bond with Modine and the monkey? Is there a possibility that the kid learns confidence and even picks up a girl in this movie? Even Matthew Modine should get jealous with this one (because using the pick-up line 'I'm second fiddle to a monkey' doesn't seem to work with the ladies.)<br /><br />Shortly after watching this movie the two guys got a phone call from Matthew Modine telling them 'Seven days.'",Negative
"I've read the other reviews and found some to be comparison of movie v real life (eg what it takes to get into music school), Britney Bashing, etc, etc. so let's focus on the movie and the message.<br /><br />I have rated this movie 7 out of 10 for the age range 8 to 14 years, and for a family movie. For the average adult male.... 2 out of 10.<br /><br />I like pop/rock music, i'm 45. I know of Britney Spears but never realised she actually sang Stronger until i read the credits and these reviews. I didn't recognise her poster on the wall so I was not worried about any 'self promotion'.<br /><br />I watch movies to be entertained. i don't care about casting, lighting, producers, directors, etc. What is the movie and does it entertain me.<br /><br />I watched this movie for the message. The world's greatest epidemic is low self-esteem (which is a whole other story) so watched with the message in mind, as that is an area of interest. The movie is light, bright and breezy, great for kids. I found the Texan twang began to fade throughout the movie and of course there are only so many ways to convey the give up/don't give up message, so yeh, it was a bit predictable. Great message though...should be more of them.<br /><br />This movie is a great family movie, but for a bloke watching by himself, get Hannibal.",Positive
"In this first episode of Friends, we are introduced to the 6 main characters of the series: Monica Geller,Phoebe Buffay,Chandler Bing,Ross Geller, Joey Tribbiani and eventually Rachel Green .<br /><br />We discover that Rachel, a rich girl that is Monica's friend from high school times, left her fiancé, Barry, at the altar, since she discovered she didn't love him. She also decides to live with Monica and become independent from her father,getting a new job as a waitress in Central Perk.<br /><br />Ross, for the other hand,discovered his wife is a lesbian and lost her for Susan, her partner. (We see him moving to a new apartment during the episode)<br /><br />Monica, in this episode, makes out (and eventually sleeps) with Paul ""the wine guy"", who gave her the excuse of being impotent since he divorced his wife. But in reality, he was just deceiving her.<br /><br />Ps: I just loooove Joey's and Chandler's haircuts in this first season! =)",Positive
"When my own child is begging me to leave the opening show of this film, I know it is bad. I wanted to claw my eyes out. I wanted to reach through the screen and slap Mike Myers for sacrificing the last shred of dignity he had. This is one of the few films in my life I have watched and immediately wished to ""unwatch"", if only it were possible. The other films being 'Troll 2' and 'Fast and Furious', both which are better than this crap in the hat.<br /><br />I may drink myself to sleep tonight in a vain attempt to forget I ever witnessed this blasphemy on the good Seuss name.<br /><br />To Mike Myers, I say stick with Austin or even resurrect Waynes World. Just because it worked for Jim Carrey, doesn't mean Seuss is a success for all Canadians.<br /><br />",Negative
"A struggling actor finds the best way to break into Hollywood is to start knocking off the competition. But what makes Break a Leg a real gem is the sardonic look into the existence of the struggling (and not so) LA actor. It brings us into that world with effortless irony and wit. It's also got a polished look and very adept direction under Monika Mitchell. Break a Leg is one of those rare independent films that doesn't compromise its production values at any level. The writing is tight, the dialogue first rate. Cassini is an actor's actor, and the role really shows off his talents. The climactic scene between him and Rene Garcia is an instant classic, and may go down as one of the funniest Hollywood scenes of all time. I saw it at an advanced screening, and everyone in the audience laughed uncontrollably and raved about it afterwards.",Positive
"After spotting the high rating on IMDb, I decided to go see this movie. Beyond that high rating, I intentionally avoided reading any of the reviews. I wanted to go into the theater with a clean slate, without knowing the plot or having predetermined expectations.<br /><br />Given my rating, you can see that I was disappointed. I enjoyed the development of the main character Mike Enslin. I also enjoyed how the hotel manager attempted to talk him out of entering the hotel room. By the time Enslin entered the room, I was ready for some scary stuff.<br /><br />First chocolates appear on the pillow and the toilet paper is folded. Enslin reacts in a believable manner. He's freaked out. I'm encouraged and think to myself, this is going to be good. The people who made this movie understand that less is more.<br /><br />But it's what happens next that was a big let down. The subtleness is quickly replaced by the predictable shotgun approach... Just blast the audience with every Hollywood scary trick in the book and hope that something works. Let's see, a clock radio that turns on by itself? Good, that's always scary. Objects that move around in the room? Good, you can't complain about that. Blood dripping from the walls and sink? Great. Ghosts that commit suicide? Good. Anything else? How about loud noises, shaking, fire, more shaking, messing up the room, more blood, etc etc. It's all good. And it's all been done before. Overstimulate our Attention Deficit Disordered audience with all kinds of stuff in quick succession, and they won't be able to look away.<br /><br />Well, it didn't work for me. And you know what else? When I go see a horror movie in a theater, it's typical to hear several groups of girls in the audience yelling in fear at scary moments. But this movie had no scary moments. The audience was silent and disinterested. I felt no chill down my spine. Nothing. The Shining was 100x what this movie tries to be.<br /><br />So who are all these people who are saying that it is one of the best horror movies ever? Friends of the director? Sorry, I just don't get it.",Negative
"Ettore Scola is one of the most important Italian directors. My parents and I watched together ""C'eravamo tanto amati"" on a summer night: we liked it, but we didn't love it as we loved ""A special day"". I believe Ettore Scola is pretty underrated: we often forget to remember him, maybe because his latest films were disappointing. And so, yesterday night, my mum and I sat on our sofa to enjoy this masterpiece. Writing, direction, cinematography, score and production design were sober and accurate, but the thing I liked the most was the chemistry between Loren and Mastroianni. They're both excellent actors and play the main roles of Antonietta and Gabriele. Antonietta is an housewife: married with a fanatic Fascist, she has six children but her husband wants to have another child to get a prize for the huge families. Gabriele is simply an Anti-Fascist. They spend together a special day, that special day of 1938 when Hitler came to Rome visiting Mussolini. I don't want to spoil anymore about the plot: go looking for this film!",Positive
