description,label
i generally try not to worry about what others think or feel that im putting on a brave face for their benefit,joy
i suggest you give it a listen i feel like i am blessed,love
i no longer feel depressed and am not mad or haven t yet a href http www,sadness
im feeling very virtuous having just come home from a hour yoga session with my sister whos a yoga teacher,joy
i don t know everyone s political views nor do i ask unless i feel it s important for further discussions or so that i don t offend them,joy
i start to feel groggy as if i have been drugged,sadness
i think i have a good feel for what players are feeling and i just try to help them to do one thing in life that we all want and thats believe and if you believe strong enough good things can happen washington said,joy
i say a little prayer every time i come close to bread these days the diet works though i feel more productive my body shape has changed and i just feel less sluggish,joy
i feel so passionate about utopia is my desire for peace on this troubled earth,love
i feel like if this was a longer book i would have liked it more,love
i feel angry because instead of asking how am i with my problem he accusing me and i am mad because it finally confirm what kind of person he is,anger
ive been feeling very mellow this evening,joy
i longed for that feeling i once knew the feeling i treasured once and forgot because of pain,love
i feel the melancholy running my veins as well,sadness
i hope that by telling them ill find out more about who i am how i got to this place in time and not feel so lost and alone,sadness
ive been feeling really shitty lately,sadness
i am feeling very apprehensive about the future at the moment,fear
i know how i sound and i feel lousy about myself for sounding that way and for feeling the way i sound but i made a good contribution at work today and now the chip is on my shoulder when i think about the mistreatment that i have received,sadness
i do feel alittle submissive it isnt the same,sadness
i just naturally feel like i m a better player,joy
i dont know how i feel about it at the moment my charming naive style of drawing just looks like i cant draw to me,joy
i really dont like the whole harvest y time feel im not keen on spending my time in the morning attempting to style my hair only to have it completely ruined within a minute of walking outside into the damp air,joy
i can t imagine any reader feels lethargic calm and content after reading it,sadness
i feel like that wall is boring amp needs a pop of color,sadness
i have these great feelings of fear and trepidation that these children will be abused because i know what the statistics are,sadness
i personally feel you can call a guy slutty and matt,love
i feel like i had this bitchy undertone the whole convo like kinda sarcastic,anger
im slow about this but it does feel weird returning to a home without your mum anymore,fear
i remember feeling hair and being confused my kids dont have hair at birth but not having the presence of mind to really process what i was feeling,fear
i mean i already did of course but i feel more glamourous naked now,joy
i took part in a football match the referee was extremely partial to the opposite team this stirred up my discontent and anger,anger
id recommend using it before washing with a shower gel the oil does leave a residue behind which does feel lovely but its not particularly practical and also has a brownish tint to it,love
i feel like i need to cry these past few days and it relieved me that i could cry that much of tears today haha,joy
i think that they pop up so automatically because seeing those pictures or people makes me feel insecure about myself,fear
i can feel this really effecting my attitude toward her i feel bitter and angry,anger
im not sure why but i have been feeling really lethargic lately,sadness
ive been saying things for a number of days that i feel may be too optimistic,joy
i do know the next time im having a glass of red wine im tossing a big ol ice cube in it and if im feeling really rebellious i may not even swirl the glass or sniff it and i recommend you try the same thing,anger
ive never in my life had anyone make me feel as unimportant as insignificant as you did,sadness
i am i cant help but feel skeptical about the whole thing,fear
i feel kind of strange,surprise
i give probably to the degree that some might see as too much but if i feel taken advantage of or wronged in any sense i have absolutely no problem shutting it down and walking away,anger
ive just spent the last half hour feeling ridiculously angry over insensitive comments from my partner but that all changed a few minutes ago to real pride over how much i have changed,anger
i feel terrible for him and want to cheer him up,sadness
i feel deeply and truly content,joy
i like to look at this ring when im feeling doubtful or down and it reminds me that honestly i dont have any regrets and i know im where im suppose to be,fear
i sit here tonight i feel anxious,fear
i still feel defeated,sadness
i just feel sooooooooooo fucked up at this moment,anger
i didnt really feel an appetite for noodles i chose a bowl of rice with sweet potatoe tempura amp miso soup was included,joy
i feel some of my projects are clever and useful enough i figured i would start sharing them on instructables so i wrote my first one this weekend,joy
i remember feeling amazed,surprise
i feel low energy i m just thirsty,sadness
i still miss him and feel rather weepy today,sadness
im so happy that he loves my husband and feels that he doesnt need to worry about this troubled girl anymore,sadness
i had a good sleep believe it or not but still woke up feeling groggy and out of sorts,sadness
i can stay awake whole night feeling all energetic and stuff,joy
i am too dazed confused and too drowned in what women looks for looks wise in a man and feel that i am doomed if i can t aspire to these,sadness
i feel a bit safer now in using the motivator that works and trusting that i will be able to use my other motivators and combat other parts of the ed if i am patient and strong,joy
i feel extremely lucky and blessed to work with such outstanding young ladies,joy
i was feeling very defeated and like i just couldnt continue so i reluctantly asked for an epidural,sadness
i enjoy feeling strong i love having muscles and strength and endurance,joy
i feel that i am not important enough to live not worthy enough to struggle any longer no one will miss me or even care that i have gone,joy
i feel like im loving them even more now that im working again i appreciate every snuggle and feeding just a little more since i miss so much when im gone,love
i feel lethargic and overheated all the time,sadness
i feel very unfortunate to have only in the last couple days have even discovered that seventy times seven even existed and hearing the twosongs together brought somewhat of a closure to a certain part of my musical life,sadness
i couldnt help but feel that all these people had missed the best of the day,sadness
i am trying to work on finding the joy in the simple thing that god is finding joy in my obedience to him even if it doesn t feel very joyful in the way that i am used to,joy
i feel like i am unhappy missing too much from the baby or anything else i will quit,sadness
i want their birthmoms to feel confident that they made the right decision,joy
i had to sacrifice my comfort so he wont feel unwelcome,sadness
im feeling more than a little dazed,surprise
i been so acquainted with sleep i feel like i should name it to ensure im not being rude or maybe it has a name already,anger
i am not actively seeking gods heart i feel lethargic directionless and slow when it comes to who i see god as and even more so how i think god sees me,sadness
i feel we need a little romantic boost in the relationship,love
i think i was right to feel insulted,anger
i along happy peaceful feeling fantastic,joy
i feel like when recipes have those kinds of words in the title perfect famous ultimate grand supreme ect,joy
i feel inspired to get back to my indigo pot,joy
i play in the rain squeal with glee at the feeling of mud squishing between my toes and enjoy pretty much anything that takes place outdoors,joy
i also didn t feel very weird sleeping in my bed while the two of them slept in hers,fear
i woke up feeling all frustrated and upset again re enacting the moment i had to succumb to the docs insults and arrogance for a favor to clarify truth about my health,anger
