label,entity1,entity2
duplicate,Title: mukii tip-pu301cb 2-port usb 3.0 expresscard; Category: electronics - general; Brand: mukii; ModelNo: tip-pu301cb; Price: 32.0;,Title: mukii transimp tip-pu301cb usb 3.0 2 port express card adapter; Category: memory card adapters; Brand: mukii; ModelNo: tip-pu301cb; Price: 29.99;
not duplicate,Title: ampad envirotec 100 recycled file folders 1 3 cut top tab letter brown 100pk; Category: stationery & office machinery; Brand: nan; ModelNo: 35113; Price: 12.94;,Title: smead 10710 - kraft file folders straight cut reinforced top tab letter brown 100 box; Category: nan; Brand: smead; ModelNo: nan; Price: nan;
not duplicate,Title: da-lite da-plex deluxe rear projection screen - 96 x 96 av format; Category: electronics - general; Brand: da-lite; ModelNo: 27557; Price: 6426.99;,Title: holoscreen rear projection screen - 66 x 101 video format; Category: projection screens; Brand: da-lite; ModelNo: nan; Price: 7400.0;
not duplicate,Title: post-it notes original notes canary yellow; Category: stationery & office machinery; Brand: post-it; ModelNo: 635yw; Price: 31.8;,Title: post-it notes original pad 3 inches x 5 inches canary yellow 12 pads per pack; Category: self-stick notes; Brand: post-it; ModelNo: 655; Price: 16.49;
duplicate,Title: 3m laptop lcd privacy computer filter pf14 .0 w; Category: electronics - general; Brand: 3m; ModelNo: pf14 .0 w; Price: 44.57;,Title: 3m privacy filter-3m pf14 .0 w widescreen laptop privacy screen 16 9; Category: screen filters; Brand: 3m; ModelNo: pf14 .0 w; Price: 40.95;
not duplicate,Title: roocase multi-angle leather case for lg g-slate 8.9-inch 4g tablet; Category: electronics - general; Brand: roocase; ModelNo: 222052; Price: 35.99;,Title: roocase ultra slim magenta leather case cover with stand for lg g-slate 8.9-inch 4g android tablet wi-fi 4g; Category: cases sleeves; Brand: roocase; ModelNo: nan; Price: 32.93;
not duplicate,Title: kodak easyshare m530 red 12mp digital camera w 3x optical zoom 2.7 lcd w 50 bonus prints; Category: digital cameras; Brand: kodak; ModelNo: m530 red; Price: 99.54;,Title: kodak c1530 14 mp digital camera with 3x optical zoom - white; Category: digital cameras; Brand: kodak; ModelNo: c1530 white digital camera; Price: 69.99;
not duplicate,Title: da-lite da-mat deluxe fast fold complete front projection screen - 68 x 68; Category: electronics - general; Brand: da-lite; ModelNo: 88604; Price: 829.99;,Title: da-lite da-plex deluxe rear projection screen - 94 1 2 x 168 hdtv format; Category: projection screens; Brand: da-lite; ModelNo: 27150; Price: 9255.17;
not duplicate,Title: da-lite da-glas standard rear projection screen - 50 x 50 av format; Category: electronics - general; Brand: da-lite; ModelNo: 27628; Price: 1631.99;,Title: da-plex base rear projection screen - 43 1 4 x 57 3 4 video format; Category: projection screens; Brand: da-lite; ModelNo: nan; Price: 1669.99;
duplicate,Title: sabrent 6-in-1 usb 2.0 flash memory card reader; Category: usb drives; Brand: sabrent; ModelNo: crw-ext; Price: 10.98;,Title: sabrent crw-ext 68 in 1 hi-speed usb 2.0 external flash memory card reader writer; Category: memory card readers; Brand: sabrent; ModelNo: crw-ext; Price: 9.37;
not duplicate,Title: sharpie retractable permanent markers fine point set of 12 black; Category: stationery & office machinery; Brand: sharpie; ModelNo: 32701; Price: 13.64;,Title: sharpie fine tip permanent marker - black - 5 pack; Category: nan; Brand: smartbuy; ModelNo: nan; Price: 5.84;
not duplicate,Title: hp laserjet 53x black print cartridge; Category: printers; Brand: hp; ModelNo: q7553x; Price: 164.84;,Title: hp laserjet 53a black print cartridge in retail packaging; Category: printer ink toner; Brand: hp; ModelNo: q7553a; Price: 68.87;
not duplicate,Title: da-lite dual vision tensioned cosmopolitan electrol - av format 7 x 9 diagonal; Category: electronics - general; Brand: da-lite; ModelNo: 84986; Price: 2346.99;,Title: da-lite 98813 hc da-mat tensioned cosmopolitan electrol - av format 10 6 x 14 diagonal; Category: nan; Brand: da-lite; ModelNo: nan; Price: nan;
not duplicate,Title: elite m119xws1 screens manual series pull down projection screen; Category: electronics - general; Brand: elite screens; ModelNo: m119xws1; Price: 96.84;,Title: elite screens manual pull down projection screen 4 3 aspect ratio-150in matte white; Category: projection screens; Brand: elite screens; ModelNo: m150xwv1; Price: 192.77;
not duplicate,Title: logitech m305 wireless mouse black; Category: mice; Brand: logitech; ModelNo: 910-001752; Price: 29.73;,Title: logitech clearchat wireless usb headset - black; Category: headsets microphones; Brand: logitech; ModelNo: 981-000068; Price: 75.96;
not duplicate,Title: microsoft lifecam studio 1080p usb hd webcam q2f-00001; Category: electronics - general; Brand: microsoft; ModelNo: q2f00001; Price: 57.82;,Title: microsoft lifecam cinema 720p hd webcam black; Category: webcams; Brand: microsoft; ModelNo: h5d-00001; Price: 48.9;
duplicate,Title: visioneer rw120-wu roadwarrior sheetfed scanner; Category: electronics - general; Brand: visioneer; ModelNo: rw120-wu; Price: 199.98;,Title: visioneer roadwarrior mobile 600 dpi usb scanner rw120-wu; Category: scanners; Brand: visioneer; ModelNo: rw120-wu; Price: nan;
not duplicate,Title: kensington k62816us memory foam mouse wrist pillow; Category: electronics - general; Brand: kensington; ModelNo: k62816us; Price: 13.98;,Title: kensington memory foam wrist pillow platform black k62819us; Category: wrist rests; Brand: kensington; ModelNo: k62819us; Price: 29.19;
not duplicate,Title: ifrogz summit case for ipad 2 black; Category: mp3 accessories; Brand: ifrogz; ModelNo: ipad2sumblk; Price: 59.99;,Title: ifrogz summit case for ipad 2 - black with blue snap-on shell ipad2-sum-blu; Category: cases sleeves; Brand: ifrogz; ModelNo: ipad2-sum-blu; Price: 39.98;
not duplicate,Title: startech.com pex13943 4 port pcie 1394a firewire adapter card; Category: electronics - general; Brand: startech; ModelNo: pex13943; Price: 34.88;,Title: startech.com 1-port pci parallel adapter card pci1pecp; Category: accessories supplies; Brand: startech; ModelNo: pci1pecp; Price: 27.98;
not duplicate,Title: elite screens maxwhite vmax2 plus2 series ezelectric motorized screen - 135 diagonal in black case; Category: electronics - general; Brand: elite screens; ModelNo: vmax135uwv2; Price: 649.99;,Title: maxwhite vmax2 series ezelectric motorized screen - size 99 diagonal in black case; Category: projection screens; Brand: elite; ModelNo: nan; Price: 399.0;
not duplicate,Title: samsung s2 640gb usb 3.0 portable external hard drive red; Category: hard drives; Brand: samsung; ModelNo: hx-mta64da / g42; Price: 78.88;,Title: verbatim acclaim 500 gb usb 2.0 portable external hard drive 97184 red; Category: nan; Brand: verbatim; ModelNo: 97184; Price: 69.24;
not duplicate,Title: zotac geforce gt430 1gb ddr3 pci-express 2.0 graphics card; Category: electronics - general; Brand: zotac; ModelNo: zt-40604-10l; Price: 88.88;,Title: pny gt 430 1024mb ddr3 dvi-i vga hdmi 2.0 pci-express graphics card vcggt4301xpb; Category: computers accessories; Brand: pny; ModelNo: vcggt4301xpb; Price: 67.44;
not duplicate,Title: case logic slr camera backpack; Category: mp3 accessories; Brand: case logic; ModelNo: dcb-309black; Price: 79.99;,Title: case logic tbc-306 slr camera holster black; Category: cases bags; Brand: case logic; ModelNo: tbc-306black; Price: 21.02;
not duplicate,Title: da-lite da-view thru-the-wall rear projection screen - 58 x 104 hdtv format; Category: electronics - general; Brand: da-lite; ModelNo: 23074; Price: 22472.99;,Title: da-lite data pro thru-the-wall rear projection screen - 52 x 92 hdtv format; Category: projection screens; Brand: da-lite; ModelNo: 23181; Price: 15985.81;
not duplicate,Title: da-lite matte white model c with csr manual screen - 50 x 67 video format; Category: electronics - general; Brand: da-lite; ModelNo: 91841; Price: 397.99;,Title: medium oak veneer model b manual screen with matte white fabric - diagonal video format size 60 x 60 diagonal; Category: projection screens; Brand: da-lite; ModelNo: nan; Price: nan;
duplicate,Title: roocase executive portfolio leather case for asus eee pad transformer tf101 10.1-inch; Category: electronics - general; Brand: roocase; ModelNo: 222056; Price: 43.99;,Title: roocase executive portfolio red leather case cover with landscape portrait view for asus eee pad transformer 10.1-inch tf101 android tablet wi-fi; Category: cases sleeves; Brand: roocase; ModelNo: nan; Price: 43.64;
duplicate,Title: cables unlimited - 1 port db25 parallel pci ecp epp spp port i o card; Category: electronics - general; Brand: cables unlimited; ModelNo: ioc-1000; Price: 16.88;,Title: cables unlimited tm 1 - port db25 parallel pci i o card ioc1000; Category: computers accessories; Brand: cables unlimited; ModelNo: ioc1000; Price: 20.29;
not duplicate,Title: clarion cz101 single cd mp3 wma aac receiver; Category: car stereos; Brand: clarion; ModelNo: cz101; Price: 89.99;,Title: clarion cz401 cd usb hd radio mp3 wma receiver; Category: changers; Brand: clarion; ModelNo: nan; Price: 167.7;
not duplicate,Title: startech 70 coaxial high resolution monitor vga cable; Category: electronics - general; Brand: startech; ModelNo: mxt101mmhq70; Price: 49.0;,Title: startech.com 25-feet coax high resolution vga monitor cable - hd15 m m mxt101mmhq25; Category: cables interconnects; Brand: startech; ModelNo: mxt101mmhq25; Price: 15.46;
not duplicate,Title: comprehensive 1 4 standard stereo phone jack cable end set of 25; Category: tv accessories; Brand: comprehensive; ModelNo: spj-s; Price: 35.75;,Title: comprehensive cables standard series hd15 plug to jack cable 25ft; Category: cables interconnects; Brand: comprehensive; ModelNo: nan; Price: 26.7;
not duplicate,Title: kingston ktd-dm8400a 1g 1gb ddr2 sdram memory module; Category: memory; Brand: kingston; ModelNo: ktd-dm8400a / 1g; Price: 22.92;,Title: kingston 2 gb ddr2 sdram memory module 2 gb 2 x 1 gb 667mhz ddr2667 pc25300 ddr2 sdram 240pin ktd-ws667 2g; Category: memory; Brand: kingston; ModelNo: ktd-ws667 / 2g; Price: 66.54;
duplicate,Title: c-line top-load poly sheet protectors heavy gauge letter 200ct; Category: stationery & office machinery; Brand: nan; ModelNo: 62097; Price: 28.94;,Title: c-line 62097 - top-load polypropylene sheet protectors heavy gauge letter 200 box; Category: storage presentation materials; Brand: c-line; ModelNo: nan; Price: nan;
not duplicate,Title: nikon coolpix s70 brown 12.1 mp digital camera with 5x optical zoom w 50 bonus prints; Category: digital cameras; Brand: nikon; ModelNo: s70 brown; Price: 299.95;,Title: nikon coolpix s3100 14 mp digital camera with 5x nikkor wide-angle optical zoom lens and 2.7-inch lcd purple; Category: point shoot digital cameras; Brand: nikon; ModelNo: s3100 purple; Price: nan;
not duplicate,Title: da-lite natural walnut veneer model b manual screen with matte white fabric - 64 x 84 diagonal video format; Category: electronics - general; Brand: da-lite; ModelNo: 73197; Price: 261.99;,Title: da-lite manual 64 x 84 diagonal square format office wall screen with cherry veneer case and matte white fabric; Category: projection screens; Brand: da-lite; ModelNo: nan; Price: nan;
not duplicate,Title: audiosource bi8 8 in-wall construction bracket mount; Category: furniture; Brand: audiosource; ModelNo: bi8; Price: 25.88;,Title: audio source bc8 new construction bracket in-ceiling 8 inches mount; Category: speaker parts components; Brand: audiosource; ModelNo: bc8; Price: 19.66;
not duplicate,Title: crown super-soaker polypropylene wiper mat with gripper bottom 45 x 67 charcoal; Category: rugs; Brand: crown; ModelNo: ssr046ch; Price: 139.97;,Title: crown ssr035ch - super-soaker wiper mat w gripper bottm polypropylene 34 x 58 charcoal; Category: antitheft; Brand: crown; ModelNo: nan; Price: nan;
not duplicate,Title: avery shipping labels with trueblock technology 8-1 2 x 11 white 25 pack; Category: stationery & office machinery; Brand: avery; ModelNo: 8165; Price: 11.94;,Title: avery white full-sheet labels for inkjet printers with trueblock tm technology 8-1 2 inches x 11 inches box of 100 8465; Category: address labels; Brand: avery; ModelNo: 8465; Price: 29.58;
not duplicate,Title: canon powershot sx130-is black 12.1 mp digital camera w 12x optical zoom 3.0 lcd display w 50 bonus prints; Category: digital cameras; Brand: canon; ModelNo: sx130; Price: 191.99;,Title: canon powershot a1200 12.1 mp digital camera with 4x optical zoom silver; Category: point shoot digital cameras; Brand: canon; ModelNo: a1200 ( silver ); Price: 109.0;
not duplicate,Title: pioneer 6.5 3-way speakers 300w; Category: car stereos; Brand: pioneer; ModelNo: ts-a1674r; Price: 90.88;,Title: pioneer ts-g1643r 6.5-inch 2-way speakers pair; Category: coaxial speakers; Brand: pioneer; ModelNo: ts-g1643r; Price: nan;
not duplicate,Title: quartet cork bulletin board natural cork fiberboard 60 x 36 aluminum frame; Category: stationery & office machinery; Brand: quartet; ModelNo: 2305; Price: 91.44;,Title: new-universal 43712 - bulletin board natural cork 24 x 18 aluminum frame - unv43712; Category: radios; Brand: universal; ModelNo: nan; Price: 53.0;
duplicate,Title: iluv icc790blk universal windshield smartphone mount kit black; Category: electronics - general; Brand: iluv; ModelNo: icc790blk; Price: 24.88;,Title: new-iluv icc790blk universal windshield smartphone mount kit - ilvicc790b; Category: coin button cell; Brand: iluv; ModelNo: nan; Price: 30.0;
not duplicate,Title: belkin basic wireless n150 usb adapter; Category: networking; Brand: belkin; ModelNo: f7d1101; Price: 29.99;,Title: belkin n150 wireless usb adapter latest generation; Category: usb network adapters; Brand: belkin; ModelNo: f9l1001; Price: 29.99;
not duplicate,Title: da-lite da-plex deluxe rear projection screen - 36 x 48 video format; Category: electronics - general; Brand: da-lite; ModelNo: 27559; Price: 1630.99;,Title: da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format; Category: projection screens; Brand: da-lite; ModelNo: 23056; Price: 8729.48;
not duplicate,Title: buffalo technology ministation metro 1 tb usb 2.0 portable external hard drive with integrated flex cable encryption and turbopc hd-pxt1tu2 b black; Category: hard drives; Brand: buffalo technology; ModelNo: hdpxt1tu2b; Price: 99.82;,Title: buffalo technology drivestation datavault 1 tb usb 2.0 desktop external hard drive hd-cxt1 .0 tu2 black; Category: external hard drives; Brand: buffalo technology; ModelNo: hd-cxt1 .0 tu2; Price: 91.0;
not duplicate,Title: gear head 2.4 ghz wireless optical nano mouse black; Category: mice; Brand: gear head; ModelNo: mp2800blk; Price: 15.82;,Title: gear head usb 3 button wireless optical wheel mouse - purple black mp2500pur; Category: mice; Brand: gear head; ModelNo: mp2500pur; Price: 11.99;
not duplicate,Title: logitech wireless mouse dark fleur; Category: mice; Brand: logitech; ModelNo: 910001898; Price: 27.82;,Title: logitech wireless keyboard k250 dark fleur; Category: keyboards; Brand: logitech; ModelNo: 920-002825; Price: 23.25;
not duplicate,Title: da-lite da-mat tensioned advantage electrol - av format 8 x 10 diagonal; Category: electronics - general; Brand: da-lite; ModelNo: 84374; Price: 3077.99;,Title: da-lite 98801 hc da-mat tensioned cosmopolitan electrol - video format 210 diagonal; Category: projection screens; Brand: da-lite; ModelNo: nan; Price: nan;
not duplicate,Title: hp q6511a hp 11a toner 6000 page-yield black; Category: printers; Brand: hp; ModelNo: q6511a; Price: 191.03;,Title: hewlettpkr q7516a hp 16a toner 12 000 page-yield black; Category: laser printer toner; Brand: hp; ModelNo: nan; Price: 144.44;
not duplicate,Title: da-lite honey maple veneer model b manual screen with matte white fabric - 60 x 60 diagonal video format; Category: electronics - general; Brand: da-lite; ModelNo: 87184; Price: 167.99;,Title: heritage walnut veneer model b manual screen with matte white fabric - diagonal video format size 60 x 60 diagonal; Category: projection screens; Brand: da-lite; ModelNo: nan; Price: nan;
not duplicate,Title: nokia travel charger; Category: phone accessories; Brand: nokia; ModelNo: 279044; Price: 20.53;,Title: nokia dc-4 mobile charger; Category: wall chargers; Brand: nokia; ModelNo: 0279041-dc4; Price: 6.2;
not duplicate,Title: zax pro series component cable 3m; Category: tv accessories; Brand: zax; ModelNo: 87203; Price: 11.88;,Title: zax 87710 pro series subwoofer cable 10 m; Category: connectors adapters; Brand: zax; ModelNo: nan; Price: 9.98;
not duplicate,Title: zax pro series component cable 3m; Category: tv accessories; Brand: zax; ModelNo: 87203; Price: 11.88;,Title: new-zax 85203 select series component cable 3 m - 85203; Category: cables interconnects; Brand: zax; ModelNo: nan; Price: 6.75;
not duplicate,Title: smead file folders 1 2 cut 1-ply top tab manila 100 box; Category: stationery & office machinery; Brand: nan; ModelNo: 15320; Price: 34.05;,Title: pendaflex 421013 - interior file folders 1 3 cut top tab letter manila 100 box; Category: home audio theater; Brand: pendaflex; ModelNo: nan; Price: nan;
not duplicate,Title: kodak easyshare m530 red 12mp digital camera w 3x optical zoom 2.7 lcd w 50 bonus prints; Category: digital cameras; Brand: kodak; ModelNo: m530 red; Price: 99.54;,Title: kodak easyshare c180 10.2 mp digital camera with 3x optical zoom and 2.4 inch lcd - red; Category: point shoot digital cameras; Brand: kodak; ModelNo: 8749400; Price: 93.95;
not duplicate,Title: western digital 750gb my passport essential se usb 3.0 silver portable hard drive; Category: hard drives; Brand: western digital; ModelNo: wdbacx7500asl-nesn; Price: 96.98;,Title: western digital my book essential 1 tb usb 3.0 2.0 desktop external hard drive; Category: external hard drives; Brand: western digital; ModelNo: wdbacw0010hbk-nesn; Price: 79.99;
not duplicate,Title: hp 56 black inkjet cartridge c6656an; Category: printers; Brand: hp; ModelNo: c6656an; Price: 23.97;,Title: lexmark oem 36 black inkjet cartridge; Category: inkjet printer ink; Brand: lexmark; ModelNo: nan; Price: 23.36;
not duplicate,Title: da-lite da-view thru-the-wall rear projection screen - 60 x 80 video format; Category: electronics - general; Brand: da-lite; ModelNo: 23046; Price: 13997.99;,Title: da-plex standard rear projection screen - 96 x 96 av format; Category: projection screens; Brand: da-lite; ModelNo: nan; Price: 5912.99;
duplicate,Title: ifrogz ipod touch 4 luxe lean case white; Category: mp3 accessories; Brand: ifrogz; ModelNo: it4ll-wht; Price: 24.99;,Title: ifrogz it4ll-wht luxe lean for ipod touch 4g - white; Category: cases; Brand: ifrogz; ModelNo: it4ll-wht; Price: 12.5;
not duplicate,Title: da-lite light oak veneer model b manual screen with high power fabric - 60 x 60 av format; Category: electronics - general; Brand: da-lite; ModelNo: 99731; Price: 310.99;,Title: light oak veneer model b manual screen with matte white fabric - diagonal video format size 60 x 60 diagonal; Category: projection screens; Brand: da-lite; ModelNo: nan; Price: nan;
not duplicate,Title: arkon mini friction dashboard windshield cell phone mount; Category: mp3 accessories; Brand: arkon; ModelNo: sm512; Price: 18.97;,Title: arkon ipm512 mini friction dashboard mount with travel mount deluxe mini windshield mount - mount - bulk packaging - black; Category: mounts; Brand: arkon; ModelNo: ipm512; Price: 24.95;
not duplicate,Title: da-lite da-glas deluxe rear projection screen - 96 x 96 av format; Category: electronics - general; Brand: da-lite; ModelNo: 27651; Price: 6128.99;,Title: da-lite da-glas thru-the-wall rear projection screen - 90 x 120 video format; Category: projection screens; Brand: da-lite; ModelNo: 23056; Price: 8729.48;
not duplicate,Title: cables unlimited - 3.5 mm 50 male to female stereo cable; Category: electronics - general; Brand: cables unlimited; ModelNo: aud-1000-50; Price: 9.88;,Title: cables unlimited pcm-2200-99b hdb15 male to female svga cable 100 feet; Category: video cables; Brand: cables unlimited; ModelNo: pcm-2200-99b; Price: 47.99;
not duplicate,Title: da-lite da-glas standard rear projection screen - 50 x 50 av format; Category: electronics - general; Brand: da-lite; ModelNo: 27628; Price: 1631.99;,Title: da-plex standard rear projection screen - 81 x 108 video format; Category: projection screens; Brand: da-lite; ModelNo: nan; Price: 5115.0;
not duplicate,Title: case logic 16 laptop backpack; Category: electronics - general; Brand: case logic; ModelNo: 154710; Price: 39.99;,Title: case logic dlbp-114 14-inch laptop backpack black; Category: bags cases; Brand: case logic; ModelNo: dlbp-114black; Price: 41.86;
not duplicate,Title: brother tn450 black toner cartridge high yield toner; Category: printers; Brand: brother; ModelNo: tn450; Price: 48.88;,Title: brother black toner cartridge tn-210bk; Category: laser printer toner; Brand: brother; ModelNo: tn-210bk; Price: 48.99;
not duplicate,Title: da-lite radio frequency wireless remote for horizon; Category: electronics - general; Brand: da-lite; ModelNo: 85566; Price: 629.99;,Title: da-lite infrared frequency remote control for horizon electrol 110 volt; Category: remote controls; Brand: da-lite; ModelNo: nan; Price: 629.99;
duplicate,Title: jvc inner-ear sports clip earbuds violet; Category: electronics - general; Brand: jvc; ModelNo: haebx5v; Price: 19.95;,Title: inner-ear sports clip earbuds - violet; Category: printer accessories; Brand: jvc; ModelNo: nan; Price: 24.56;
not duplicate,Title: startech 3-port 2b 1a 1394 mini pci express firewire card adapter; Category: electronics - general; Brand: startech; ModelNo: mpex1394b3; Price: 69.0;,Title: startech.com 4 port pci express 1394a firewire adapter card - 3 external 1 internal pex13943; Category: computers accessories; Brand: startech; ModelNo: pex13943; Price: 27.99;
duplicate,Title: netgear ant 9dbi in outdoor omni-direc; Category: computers; Brand: netgear; ModelNo: ant240920000s; Price: 129.82;,Title: ant 9dbi in outdoor omni-direc; Category: connectors adapters; Brand: netgear; ModelNo: nan; Price: nan;
not duplicate,Title: pc treasures retractable mighty mini mouse navy; Category: mice; Brand: pc treasures; ModelNo: 07221; Price: 9.88;,Title: pc treasures mighty mini mouse - 2.4 ghz wireless; Category: mice; Brand: pc treasures; ModelNo: 07228; Price: 14.65;
not duplicate,Title: clickfree c2 500gb usb 3.0 portable external hard drive; Category: hard drives; Brand: clickfree; ModelNo: hd527b3; Price: 84.98;,Title: verbatim acclaim 500 gb usb 2.0 portable external hard drive 97184 red; Category: nan; Brand: verbatim; ModelNo: 97184; Price: 69.24;
not duplicate,Title: da-lite video spectra 1.5 model b manual screen - 84 x 84 av format; Category: electronics - general; Brand: da-lite; ModelNo: 83225; Price: 139.99;,Title: da-lite deluxe model b video spectra 1.5 - projection screen; Category: projection screens; Brand: da-lite; ModelNo: model b video spectra 1.5; Price: 125.95;
duplicate,Title: evga geforce 8400 gs 1gb ddr3 pci express 2.0 graphics card; Category: electronics - general; Brand: evga; ModelNo: 01g-p3-1302-lr; Price: 44.99;,Title: evga geforce 8400 gs 1 gb ddr3 pci-express 2.0 graphics card 01g-p3-1302-lr; Category: graphics cards; Brand: evga; ModelNo: 01g-p3-1302-lr; Price: 38.99;
duplicate,Title: coby personal mini stereo speaker system csp14; Category: portable audio; Brand: coby; ModelNo: csp14; Price: 14.0;,Title: coby cs-p14 personal mini stereo speakers; Category: computer speakers; Brand: coby; ModelNo: cs-p14; Price: 8.56;
duplicate,Title: hp ce505xd black laserjet print cartridges 2pk; Category: printers; Brand: hp; ModelNo: hp ce505xd; Price: 258.84;,Title: hp laserjet 05x black dual pack cartridge in retail packaging ce505xd; Category: laser printer toner; Brand: hp; ModelNo: ce505xd; Price: 235.11;
not duplicate,Title: da-lite da-plex deluxe rear projection screen - 78 x 139 hdtv format; Category: electronics - general; Brand: da-lite; ModelNo: 27573; Price: 7452.99;,Title: da-glas base rear projection screen - 36 x 48 video format; Category: projection screens; Brand: da-lite; ModelNo: nan; Price: 1199.99;
not duplicate,Title: hon 10700 series right pedestal credenza 72w x 24d x 29-1 2h mahogany; Category: furniture; Brand: hon; ModelNo: 10707rnn; Price: 799.0;,Title: hon 10741nn - 10700 kneespace credenza full-height pedestals 72w x 24d x 29-1 2h mahogany; Category: nan; Brand: hon; ModelNo: nan; Price: nan;
not duplicate,Title: da-lite da-glas standard rear projection screen - 50 x 50 av format; Category: electronics - general; Brand: da-lite; ModelNo: 27628; Price: 1631.99;,Title: da-lite da-plex thru-the-wall rear projection screen - 78 x 139 hdtv format; Category: projection screens; Brand: da-lite; ModelNo: 23077; Price: 9258.99;
not duplicate,Title: startech 1.8 usb to micro sata hard drive enclosure; Category: electronics - general; Brand: startech; ModelNo: sat1810u2; Price: 30.91;,Title: vantec nexstar tx 2.5-inch sata to usb 2.0 external hard drive enclosure; Category: hard drive enclosures; Brand: vantec; ModelNo: nst-210s2-bk; Price: 9.77;
not duplicate,Title: panasonic kx-tga6645b dect 6.0 plus expandable digital cordless answering system with 5 handsets; Category: electronics - general; Brand: panasonic; ModelNo: kx-tg6645b; Price: 150.0;,Title: panasonic dect 6.0 expandable cordless phone with talking caller id answering system - 2 handset pack; Category: nan; Brand: panasonic; ModelNo: nan; Price: 90.0;
not duplicate,Title: da-lite dual vision tensioned cosmopolitan electrol - av format 7 x 9 diagonal; Category: electronics - general; Brand: da-lite; ModelNo: 84986; Price: 2346.99;,Title: da-lite 97978 hc cinema vision tensioned cosmopolitan electrol - video format 220 diagonal; Category: nan; Brand: da-lite; ModelNo: nan; Price: nan;
not duplicate,Title: verbatim 4.7 gb 16x dvd-r whilte inkjet printable 50 packs spindle disc; Category: mp3 accessories; Brand: verbatim; ModelNo: 95079; Price: 16.14;,Title: verbatim 97016 4.7 gb up to 16x datalifeplus white inkjet hub printable recordable disc dvd-r 100-disc spindle tape wrap; Category: dvd-r discs; Brand: verbatim; ModelNo: 97016; Price: 30.72;
not duplicate,Title: elite m85xws1 screens manual pull down projection screen; Category: electronics - general; Brand: elite screens; ModelNo: m85xws1; Price: 60.84;,Title: elite screens manual pull down projection screen 1 1 aspect ratio-71in matte white; Category: projection screens; Brand: elite screens; ModelNo: m71uws1; Price: 57.99;
not duplicate,Title: bic great erase grip chisel dry erase marker black 12pk; Category: stationery & office machinery; Brand: bic; ModelNo: gdem11-blk; Price: 16.08;,Title: bic great erase bold whiteboard dry erase black markers with chisel tip 12 pack dec11bk; Category: computers accessories; Brand: unknown; ModelNo: nan; Price: 15.64;
not duplicate,Title: pny 4gb sdhc memory card class 4; Category: usb drives; Brand: pny; ModelNo: p-sdhc4g4-ef; Price: 8.98;,Title: dane-elec 4gb class 4 sdhc memory card; Category: memory cards; Brand: dane-elec; ModelNo: nan; Price: 13.89;
not duplicate,Title: canon cli-226 cyan ink tank; Category: printers; Brand: canon; ModelNo: 4547b001; Price: 13.97;,Title: canon pixma cli-8bk black ink tank; Category: printer ink toner; Brand: canon; ModelNo: 0620b002; Price: 8.6;
not duplicate,Title: avery index maker clear label dividers 5-tab white; Category: stationery & office machinery; Brand: avery; ModelNo: 11416; Price: 3.88;,Title: new-avery 11453 - index maker clear label punched dividers blue 8-tab letter - ave11453; Category: printer accessories; Brand: avery; ModelNo: nan; Price: 17.66;
not duplicate,Title: bell o high-speed hdmi cable with ethernet 1-meter; Category: tv accessories; Brand: bell ' o; ModelNo: hd7101; Price: 59.99;,Title: amazonbasics high-speed hdmi cable with ethernet - flat 9.8 feet 3.0 meters; Category: hdmi cables; Brand: amazonbasics; ModelNo: prib002fhdm3; Price: 16.99;
not duplicate,Title: comprehensive 25-pin male connector with hood set of 25; Category: tv accessories; Brand: comprehensive; ModelNo: db25m; Price: 69.0;,Title: comprehensive rj45p rj45 male connector - 8 position 8 conductor set of 25; Category: nan; Brand: comprehensive; ModelNo: nan; Price: nan;
not duplicate,Title: hp ce278a black laserjet print cartridge; Category: printers; Brand: hp; ModelNo: hp ce278a; Price: 69.84;,Title: hp color laserjet cb400a black print cartridge in retail packaging; Category: laser printer toner; Brand: hp; ModelNo: cb400a; Price: 145.99;
not duplicate,Title: hp 75 tri-color inkjet cartridge cb337wn; Category: printers; Brand: hp; ModelNo: hp cb337wn140; Price: 19.47;,Title: hp 61xl tri-color ink cartridge ch564wn 140; Category: inkjet printer ink; Brand: hp; ModelNo: ch564wn # 140; Price: 28.29;
not duplicate,Title: kodak easyshare m530 red 12mp digital camera w 3x optical zoom 2.7 lcd w 50 bonus prints; Category: digital cameras; Brand: kodak; ModelNo: m530 red; Price: 99.54;,Title: kodak easyshare m552 14mp digital camera with 5x optical zoom and 2.7-inch lcd in dark pink 4gb accessory kit; Category: point shoot digital cameras; Brand: kodak; ModelNo: m552; Price: 119.95;
not duplicate,Title: panasonic kx-tga6645b dect 6.0 plus expandable digital cordless answering system with 5 handsets; Category: electronics - general; Brand: panasonic; ModelNo: kx-tg6645b; Price: 150.0;,Title: panasonic kx-tg1062m dect 6.0 corded cordless phone with answering machine metallic gray 2 handsets; Category: corded-cordless combo telephones; Brand: panasonic; ModelNo: kx-tg1062m; Price: nan;
not duplicate,Title: tops docket gold spiral steno book gregg rule 6 white 100 sheets; Category: stationery & office machinery; Brand: tops business forms; ModelNo: 99708; Price: 5.77;,Title: new-docket gold spiral steno book gregg rule 6 x 9 case pack 2 - 443321; Category: storage presentation materials; Brand: tops; ModelNo: nan; Price: 27.0;
