text,toxicity,severe_toxicity,obscene,threat,insult,identity_attack,sexual_explicit
"Agreed; this is really disappointing. You'd think they'd be legally bound to follow through on a voter-passed bond measure. How will it be decided what that money will be used for now (unless, like you suggest, it's already been spent)?",0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Oregonian is hardly what I'd call journalism these days. They've been feeding the far-right propaganda for weeks now. The ignorance is mind-blowing.,0.0,0.0,0.0,0.0,0.16666667,0.0,0.0
"It's unfortunate that Metro is supporting the zoo's reckless desire for showmanship over conservation. The new elephant exhibit with massive design flaws went three times the original budget, and the offsite reserve was the sacrificial pawn. With two elephants dead in 2015 and Packy suffering from advanced TB, the state of affairs in the zoo is truly deplorable.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hi Jeff, you bring up interesting points.

""$589 , great deal ! I paid that much 20 years ago for mine , haven’t shot anyone since then either !""

So what I hear you saying is that you bought something 20 years ago that you have yet to use (and avoid its use) for its intended purpose, and moreover, it has failed to appreciate in value.  I am forced to question your investment choices.  Can you explain what value you see?

""[T]here is no mechanical difference between the scary black guns and any other Semiauto rifles made in the last 100 years .""

The Picatinny Rail dates to the early 1980s.  If it offers no mechanical advantage, why are they so popular?  The AK47 was also hands-down better than the StG 44, the first modern assault rifle (Sturmgewehr literally means ""assault rifle"").  It was better for mechanical reasons.

I frequently ponder, if there is no inherent advantage, why is there such a desire to preserve the public market for assault rifles?  Could you elaborate on that?",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Just had NLB for lunch yesterday. Got a bowl of chili and some tater tots - the tots were nice and crispy, and the chili was perfectly cromulent. As a carnivore, I wouldn't go out of my way for anyone's faux grilled cheese, but I'd be happy to stop by this place with my strict-vegetarian husband again.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Look Walker, is it collards or mustard greens? Or a combination? I need to know!",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The quick quip: If there are two things people hate, it's sprawl and density.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sounds more like a business investment gone bad instead of a shakeup of the ""power structure"". Investing a third of a million into a black/grey market industry has its risks... especially if you don't document a contract.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I wish I could say I am surprised by this, but I'm not. I no longer trust Metro to do the right or just thing. Plus, I really don't think the Oregon Zoo knows how to properly take care of the animals in their care.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Climate justice activists have repeatedly told Novick that they will support density proposals if adequate protections exist for the working class and the poor, otherwise we'll just build a wonderful green city that only the rich can afford to live in. He keeps getting stuck on this point like a broken record without actually listening to what people are repeatedly communicating to him. 

Solid electoral strategy.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
The article says Sarah would be the first female candidate in THIS race—the 2016 one.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whatever happened to loyalty to a set of principles that define the Democratic Party?  They are still there.  The Democratic Party is the only party that can move this country forward.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"How many more elephants must die before we join the rest of the civilized world and stop caging wild animals? Forced breeding for money. Politics as usual, money for nothing. Who are these people and why do they have control?",0.0,0.0,0.0,0.0,0.0,0.0,0.0
She already got some 'splainin' to do. What's with the umbrella?!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Of course it is helpful when a talk show has: A) sponsors B) listeners,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The ballot measure did not mention anything to do with a separate elephant reserve. It was part of a presentation that showed what the money might be used for, but the ballot measure did not specify a reserve.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nigel - Major problem with your article. You assume that Democrats know how to lie.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Actually overpopulation is really big issue for the planet. I'm protecting the planet by never reproducing. Portland Bureau of Transportation Director Leah Treat doesn't think you should be allowed to drive a car but she is allowed to have four kids. Very bad for the environment for many years to come. Typical Portland double talk.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I'm sorry to hear this Carl. I thought you and Thom were thick as thieves. And I can't imagine what he could have said or done for you to lump him in with the more beligerant Bernie fans. I mean, after all, he doesn't allow folks to badmouth Hillary on his show, and daily....maybe even hourly....states emphatically that he will support her if she gets the nod in the primaries, and work hard to get her elected.

But politics is your passion, man....take some time off, if you need, and come back, ok?",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Here's a link to the actual ballot measure that was voted on. No mention anywhere of an elephant reserve

 https://multco.us/elections/november-4-2008-measure-no-26-96",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"This comment system is so crappy you can't cut and paste a reasonable sized document, so here goes in multiple posts the actual ballot measure as voted on.  Nowhere will you find an elephant reserve listed. There is no breach of contracts

QUESTION: Shall Zoo protect animal health and safety; conserve, recycle water; issue $125 million in general obligation bonds; require independent audits?

If the bonds are approved, they will be payable from taxes on property or property ownership that are not subject to the limits of Sections 11 and 11b, Article XI of the Oregon Constitution.

SUMMARY: Measure will:
Provide more humane care for animals: update four outdated and undersized enclosures with larger, more natural and safer spaces

Protect animal health and safety: modernize Zoo's substandard 45 year old animal clinic determined deficient by the American Zoo Association.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Part 2 of the actual ballot measure.

Increase access to conservation education: provide more space for summer camps, classes and hands-on learning for kids, adults, and families.

Improve water quality: replace the Zoo's 1950's sewer system, reducing pollution by separating sewage from storm water, harvesting runoff for reuse.

Conserve, reuse water: install water recycling filtration systems; replace leaking, worn-out plumbing, irrigation systems, saving 11,000,000 gallons of water annually.

Improvements will meet sustainability standards.

EXPLANATORY STATEMENT

The Oregon Zoo is committed to the conservation of endangered species and their habitats–both locally and around the globe–while at the same time providing adults and children with one-of-a kind recreational experiences and hands-on-learning about wildlife and conservation.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Part 3 ballot measure
It is the oldest zoo west of the Mississippi ; during its 50-year history at the current location, key parts of the Zoo have become old, out-of-date and worn out.

The Zoo bond measure will update and replace old exhibits and facilities, increase access to conservation education, and replace utility systems to reduce water and energy use and lower operating costs.

More Humane Conditions for Elephants
Outdoor space will increase from 1.5 to 6 acres, adding watering holes, shade structures, large trees, and boulders, providing more outside exercise and offering a more natural environment.

Protecting the Health of Polar Bears
Provide cooler temperatures and more humane conditions by removing concrete and adding land and pool space.

More Humane Enclosures for Apes and Monkeys
A renovated exhibit will replace the current cage-like conditions with larger indoor and outdoor areas, adding running water and more natural conditions.",0.0,0.0,0.0,0.16666667,0.0,0.0,0.0
"Part 4 of ballot measure.

Dedicated Space for Conservation Education
Replace two 12 year old modular trailers, a former storage space, a basement and leased off-site space with new presentation, classes and camp space for the over 100,000 children and adults attending annually.

Condors
Provide an on-site Condor exhibit.

Protect Animal Health & Safety
Replace the substandard 45-year old animal hospital and quarantine buildings with facilities meeting modern standards.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I wasn't living in Portland in 2008, but have seen the taped statement of Metro councilmember Collette assuring an audience, prior to the vote, that an off-site preserve for the elephants would definitely be included in the zoo bond. Metro and the zoo are continuing to treat these animals as a commodity and profit generator.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Part 5 of ballot measure

Save Water, Reduce Water Pollution, Improve Water Quality
Since most of the zoo's pipes, plumbing and irrigation systems also date back to the 1950s and '60s, many are outdated, leaking and well past their useful lives. The most expensive utility cost at the 55-acre zoo is water, and leaking pipes, run-off, inadequate filtration systems, and lack of water storage all contribute to wasting water and increasing costs. Replacing the sewer system and separating sewage from storm water will reduce pollution, improve water quality and save costs. Adding modern water filtration and recycling systems to the hippo and penguin pools will save over 11,000,000 gallons of water every year.

That's all the relevant parts of the ballot measure. No mention of an elephant reserve. That's what was voted on.

Too bad WWEEK couldn't provide some level of in depth reporting, instead resorting to click bait.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Brewers love weed. I didn't know that before legalization...""

Really?  Admitting as much illustrates how out of touch with ""the beer scene"" you claim to spend a lot of time around.

This is something that is neither new or novel (although for the reasons you outlined above has never been made with weed, and only hemp)""

http://nation.time.com/2013/11/21/with-legal-weed-comes-hemp-beer/",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seven minutes? Time to go to the coffee shop next door then.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I just don't really think more planning experts are what we need in government.  We need someone who can fix Portland so we can have good, middle class jobs.  Planners have a different focus.  Quality of life starts with a decent job, not a pedestrian friendly neighborhood where you can walk to your crappy job.",0.0,0.0,0.0,0.0,0.2,0.0,0.0
"Actually, my lawsuit isn't so much about the Maurers not growing pot, but rather their breaches of contract, fiduciary duties, unlawful conversions, defamation - libel & slander, and fraud & misrepresentation. With that said, I am anxious to get the court's ruling. I doubt the Maurers are waiting for that day!",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wow. Sorry to make light of the situation. It does seem like they burned you on this; I hope the court sorts it out for you. I hope we don't see a lot of suits like this as the industry grows. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nick - I would be delighted if climate activists were showing up to argue for both density and housing affordability. Instead, they are mostly not showing up to the comprehensive plan hearings at all. Density, as Angus Duncan of the state climate change commission points out, is key to climate policy. If 7,00 people live within walking distance of each other, a grocery store will spring up to serve them that they can walk to, rather than drive. Density is critical to the viability of transit; the reason the New York subway system is economically viable is that there are a lot of people per stop. I think it's important for people who care about the climate to explain that to their fellow citizens. As to gentrification, cause gentrification; what causes gentrification is rich people moving here. If we built zero new housing, the rich people moving in would still drive up the price of the existing housing.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I moved from reefer-mad Minnesota to Portland, OR because it was no longer a black/gray market here. Thanks to people like Anthony Johnson, Amy Margolis, Russ Belville, Madeline Martinez, the founding members of The Weed Blog, (and because I am so new to the area, I regret that I am not able to name the many other activists that deserve recognition for their efforts and perseverance to ""legalize it"" in Oregon.) Unfortunately, judging by the facts that a court of law will determine valid or not, I put my full faith and trust in some people that, I now allege, had hidden, false motives and intentions for their personal gain.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Predatory patrol towing isn't a big subject, and there is no advocacy group that is paying any attention to it, but the City of Portland has completely backed off of enforcing state law where the towing predators are operating on private property, and this is Commissioner Novick's failure. He's in charge of towing.

The City has allowed Retriever Towing to operate in open violation of ADA for years at their NW Quimby lot, and there is absolutely no provision in city ordinance that takes into account when they tow a mobility-disabled person's vehicle.  Wheelchair or no wheelchair, the person has to get themselves to the tow yard (which does not have wheelchair access).

Led by Senator Avel Gordly, the legislature enacted important new citizen protections against predatory towing effective January 1, 2008, but there is no effective way for Portlanders to learn what their rights are other than what the predatory towers themselves tell you. A description of the protections has never appeared on the City website. The version posted there has never been correct.

It is only in the past two years the the City began enforcing the signage requirements, and the City Towing Coordinator worked with the towers to pass the costs onto the citizens. $ 20 of every tow bill goes to the towers to ""compensate"" them for their signs, with no upper limit, and your $ 20 is likely to be paying for signs completely unrelated to the place your vehicle was towed from.

Portland towers are allowed to operate in open violation of state law and the City's own statutes, providing towing services to property owners for free. That is specifically prohibited by state law and City ordinance.

Senator Gordly's legislation was intended to protect people living in apartment complexes, generally low-income, minority populations, and they have no one standing up for them in City Hall. I hope you are that champion.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"An elephant in a zoo is an animal exhibition in a sterile, unnatural environment. Artificial breeding is not natural. It is a tortuous procedure as tubes for insemination are forced up the female's reproductive tract. Elephants in zoos are prone to TB, hepatitis, joint and foot problems, and early deaths, not to mention boredom and depression of constricted movement.  
In contrast, larger tracts of land in sanctuary allow elephants a more natural life.  It's a holistic approach to what the elephants need.  They are more apt to flourish and show off their gentle and playful personalities.  Visitors see an elephant more similar to those in the wild.  In sanctuary, it's a win-win for elephants and patrons alike!
I have seen zoo elephants, and wild elephants in Africa.  It's disappointing that Metro is backing out of the reserve.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
The show had both sponsors and listeners. No need to denigrate the man's show.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Our Zoo, which I have been a member of, is a sad collection of badly designed and indifferently maintained habitats.  The new elephant exhibit is a testament to a complete failure of imagination.  While flogging their desire for bond passage we were led to believe that our elephants were to be treated to a vastly improved and humane system of husbandry.  They (and we) have been ill-served by Metro.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
You need to understand the difference between the ballot measure and paid for comments in the voters pamphlet.  You votedcfor the measure and it didn't have any mention of a reserve.  I love that we have a voters pamphlet that states the measures in plain English. Those who voted without understanding the actual measure have no one to blame but themselves.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"One of the most important things the rich want is exclusivity: the ability to restrict who can call themselves their neighbors.  Opposing development or fighting for the ""character"" of a neighborhood (when character means $500K+ homes) gives them that.

I think affordable housing advocates make a terrible mistake when they hold hands with nimbys.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"My daughter is in this class.  She is not so interested in academic topics (ex: Geography of Africa) at this juncture.  But she was SO EXCITED about doing this assignment.  She wanted to work on it a week before it was due.  So we did it twice, by her choice.  The cost was minimal (2 cake mixes).  Apparently no good deed goes unpunished in Portland OR.  Public school teaching is not for the faint of heart - and it's not the students who make it so.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I agree with Commissioner Novick. Many climate advocates including myself are guilty of not stepping up and speaking out about how critical density is.  I live just a block of Division, so I know first hand how much/fast things are changing.  It's odd to me that neighbors who love being able to access lots of open space just minutes from town resent that they can't park in front of their house. There are trade offs.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"This article does not really give this place the props it deserves. This place is great. The people are friendly, the beer is awesome, lets not forget the food...oh and not to mention the dessert...Everyone there in my experience is been excellent. Its close to home, and it even has a VIP section reserved just for me. Cant go wrong visiting this place.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I agree with the supportive comments to this story.  This teacher is enthusiastic and engages her students. The map allowed them to learn major geographic features of Africa in a fun, creative way - a perfect assignment for an arts focus school. My child is thriving at Da Vinci, which allows him to learn in a way that suits his artistic and musical interests. I would add that the student body is more diverse than our neighborhood school, in terms of ethnicity and economics.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sad to hear Carl is giving it up.  

More the shame that Thom Hartmann has not taken a similar path and relieved the airwaves of his vitriol and misinformation.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"If people are throwing elbows, is there really anything wrong with that?  Politics has gotten nasty.  People have forgotten how to have civil conversations or how to persuade and befriend those they disagree with rather than persecute and belittle them.  It's sad.  Seems like a reasonable response is just not to engage at all anymore.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
This story is a non-story! My son has had this teacher for 3 years and I wish he had her for the rest of his scholastic career. This project is par for the course for the teacher because it's creative and has students thinking about culture different ways to learn a subject.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I was impressed with Nicholas' comment but regret that he sounds defensive. Steve, you are missing the point that government's role is to mitigate the displacement effects of gentrification, granted, caused by population and economic pressures from outside the city, so that we can all benefit from increased density, not become disaffected, rootless citizens of our home town.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"There is an option that would be a better long term solution. Move the Spanish immersion program (SIP) from its location at Ainsworth to a currently unused facility like east Sylvan. This will open up room for 300 students at Ainsworth.

The overall PPS SIP is a great concept and espouses the goals of diversity, accessibility, and inclusion.

However, the SIP at Ainsworth is the dirty little secret of the Westside. It does not meet any of the above goals. There is no diversity, access is difficult, and it is run like an exclusive private school, funded by taxpayer money. Schools overcrowded? No problem, SIP is capped at 26 students per class. Lack of budget for teachers? Not an issue, SIP has assistant teachers for every class!  

How is this even compatible with the PPS equity initiative?

Moving the Ainsworth SIP will help meet its true goals, but there is strong resistance to this because it would inconvenience some privileged families that live in the mansions close to the school.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"My son is a 7th Grader at Da Vinci and I am also in support of the school, the principal, teachers and staff and especially the energetic, funny and supportive teacher that you are blatantly disrespecting in this article. Her comments in the email were intended as humor, which anyone with a sense of humor would know, and I can only hope the person who ""tipped"" off WW of this ""news-breaking"" story could gain a sense of their own. This is ""news""?! It has to be challenging enough as teachers to cut through the modern distractions to teach our children of today, especially with such varied and rabid opinions of parents (myself included). Do we also have to attack and harp on their attempts to energize and engage kids in fun, funny and interesting ways? Parents who would get so upset over a class project may want to consider home-schooling. We can't control all aspects of our children's education. This article is unnecessary. You should write an apology to this thoughtful teacher.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
www.businessinsider.com/it-turns-out-that-smoking-marijuana-may-actually-make-you-a-better-driver-2011-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Were you around in 2007-08 when the bond measure was being debated? The zoo was repeatedly pitching the reserve to get people to support the bond, but the text did not go into the details. Tony Vechchio was the then-zoo director who went off to Florida as soon as the bond went to ballot, and the reserve was conveniently forgotten.
If, as you say, the reserve was not in the bond measure text, perhaps you can explain why Metro wasted more than $100,000 in buying an option for the property in Roslyn lake? It's still unauthorized spending if you stick with the bond text, no?",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"So it's misspent funds.  Get upset about that, not that they didn't do what was never part of the measure as passed.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
What a great photo that is at the top of the story. Although at this time of year it seems so freezing cold!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Boy, if Carl can't handle Bernie Sanders supporters there's no hope for him against Trump supporters. Better to get while the gettin's good.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BJ, you make the same ad hominem attack all the time.  I get the feeling  that you don't talk to any Eastside home owners.

BTW, the American working class has always depended on home ownership to have any shot at wealth creation.  Those who oppose sfh are restricting wealth accumulation, so I could play your mind-reading game and suggest that you want to grow the ranks of disempowered, carless renters so that the tech bros can do whatever they want.  

Or, we could stop using perjorative terms like tech bro & nimby and listen to each other.

But I don't see that happening.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Not a good idea, considering that the elephants at the zoo are Asian elephants.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
The design of these is great. Looking forward to next week's. :),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"First, there were no X-Files seasons after Season Five. Fingers-in-my-ears, la la la la la. Second, ""Beyond the Sea"" was SO the best standalone episode of the first season!",0.0,0.0,0.0,0.0,0.0,0.0,0.0
I agree!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Star Wars has a wow factor that Star Trek doesn't match even though I'm a larger Trek fan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Star Wars is the best!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Just the look & feel do it for me. Fake plastic vs. Grungy goodness.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What is Star Wars?  And this Star Trek you speak of?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Star Trek will always win this debate, because Tribbles.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
This is kind of pointless. Just reject anything that defends Star Trek and you’re golden.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Perhaps someone born less recently than I has already pointed out that Star Wars debuted in 1977, not 1983.

https://en.wikipedia.org/wiki/Star_Wars",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"No, I think 1983 is the correct debut year. Think about it, Star Wars Episode I: The Phantom Menace was released in 1977. So the first Star Wars, Episode 4: A New Hope chronologically would have had to come after.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I think you need more coffee, friend.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Perhaps!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I absolutely agree. Star Wars destroys Star Trek.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Why does everything have to be about destruction, man? Like, building is a beautiful thing, you know? Man.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
This article is like a fine scotch.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I wonder how one can post an actual image? Markdown?
![Nerdery](http://absurdlynerdly.files.wordpress.com/2011/10/offensive.jpg)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""I've got a funny feeling about this. Set fasers on stunned. Engaged!"" - Darth Laser",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Does the author of this piece not know that Star Wars Episode IV was released in 1977, not 1983, or was that just bait for flamers?  One of my main reasons for agreeing with the premise (SW>ST) is the John Williams soundtrack, which was a high moment in orginal movie scores, on par with those of epic films like Ben Hur.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Author of article here. I appreciate this fact-check, but 1977 can't be right, because John Williams was born in 1977: https://en.wikipedia.org/wiki/John_B

How could he have composed the music if he wasn't born yet? At age 5 or 6 though, it would definitely be possible (look at Mozart, for example).",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"https://en.wikipedia.org/wiki/John_Williams, born 1932. Other movie credits include Jaws, ET, Indiana Jones (several), Jurassic Park, Schindler's List.  Doesn't get much better than that.  As for SW release date https://en.wikipedia.org/wiki/Star_Wars_%28film%29.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"But didn't you see matthew's wikipedia link for Jon William's birthday? Since it's wikipedia and he posted his link first, it must be right.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I didn't read the article, but the author is absolutely right.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Honestly, I really enjoyed the recent Trek films, they're more accomodating to a newcomer imo. That said Star Wars wins hands down in terms of subject matter. Tricky!",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I feel obliged to mention Marty McFly will be coming Back to the Future on October 21, 2015. We should really have this debate resolved for him by then.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
This is going to cause the Cubs to win the World Series this year ... better make a bet.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The science of Star Trek always felt more ""real"" than the cowboyism of Star Wars.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Either are good to nap to.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Heresy!  ;)

(there was a small bug in the rating process that prevented this from being posted; it's fixed now.)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
How could anyone nap to Star Wars? So much adventure! So much action! So much whining from Luke!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yoda will always and forever be superior to Spock. “Live long and prosper”? PLEASE. “Do or do not do. There is no try.”,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"What I've always found so ironic, is that even though Star Wars was released in 1983, it seemed SO much more like 1977 at the time.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
;),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chewbacca. EOF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
How can the author claim that Star Wars is better when he hasn’t even seen Star Trek?!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ok, first of all, Star Trek came out before Star Wars. Two: Star Trek has vastly superior ships (shields, phasers, photon toroedeos) all much more powerful then the Star Wars destroyer. Not to mention the destroyer misses 29 out of 23 shots at close range when the ship is making no effort to maneuver from them. Star Trek ships also can reach higher speeds and go up to 9 times the speed of light. 

Fights between the Republic and the Empire are complete junk as the Republic is always outgunned like 30 to 1 but still win. Star Trek also features a variety of episodes instead of always focusing on just poorly shooting each other. Not to mention the ""superior"" AT walker which not tripped by thin wires and the Death Star which had a huge tunnel to the reactor. 

I don't see how anything of Star Wars is better (besides the aliens) then Star Trek. It's simple: if Star Trek and Star Wars fought a battle Star Trek would win.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Here to (tongue-in-cheek) refute you:
1. History:  Star Trek is much older. The original series was 1966-67.
2. Way off! The original space opera is Captain Video.
3. The heroes journey: Not a chance! Star Wars is from Kurasawa, The Hidden Fortress.
4. The big questions: Hey, Yoda is kinda small!
5. Oh no, we Star Trek fans take our series most seriously, especially the creaky special effects.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
They are apples and oranges. Neither has to be better than the other. Both have their great qualities. Star Wars = Epic. Star Trek = Parable.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"They both start with Star, so how are the different? 'Trek' sounds like work, but 'Wars' mostly means fun/adventure/surprise.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAHAHA you have a point!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meesa think me brain just exploding.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I agree 100% with everything here. Bruce Campbell is my favorite philosopher.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I agree, but only 99%.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
What accounts for the other 1%?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I hear Ash's coming back to life (death?) this season!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Another reason: Jar Jar Binks is the best character of cinema history.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Let's compromise and admit that Bill Adama trumps all of them. So say we all.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Make it so say we all!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I think your comment is very thoughtful. (Seriously, it made me laugh. I laugh with everything. Even so.)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yoda will always and forever be superior to Spock. ""Live long and prosper""? PLEASE. ""Do or do not do. There is no try.""",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Even better from Yoda, “Luminous beings are we, not this crude matter.”",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Tea. Earl Grey. Hot.""",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sadly, episodes I-III exist which put Star Wars in a pretty hard spot.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"While I disagree about ""The Phantom Menace,"" this is right on, overall. ""Star Wars"" is clearly superior to ""Space Trak"" in every way.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clearly some context is needed around which Star Trek series specifically we're comparing against.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Aren't all the Treks basically the same, though?",0.0,0.0,0.0,0.0,0.0,0.0,0.0
How can the author claim that Star Wars is better when he hasn't even seen Star Trek?!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I'm convinced!
Now, I'm really curious about his opinions on vi vs. emacs and coke vs. pepsi.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Good idea. I'll try to do that one for next week's public test. I'm thinking why not expand it into a whole series?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Truly testing our civility, here.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
The reason why Star Wars is better comes down almost exclusively to the Gonk robot. And the music. Maybe also the lightsabers and Harrison Ford.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Anyone who thinks Star Trek is superior is obviously a complete nincompoop. 

Let's just leave the new Star Wars movies out of this, though.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I could hit this point by point, but I think I'll just leave it here and note that Star Wars was not released in 1983, but in 1977. Star Trek pre-dates it in its history by dating from 1966, and staying relevant (and world-building) pretty much ever since.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
I wonder if my excellent colleague Kate will receive any notification that I have replied to her comment. Are notifications (such as email ones) built in?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"While the author makes some good points, I note that Star Trek has a key advantage over Star Wars, which is its use of lens flare. If you go way back to  the original Star Trek show, dated 2009, it was the first show to introduce this technique. Lens flare is both innovative and poignant, and I feel its use gives the series a bold but realistic style. I have not seen Star Wars but as somebody who is generally opposed to wars, I must insist that it is a worse TV show than Star Trek.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Now I want to test whether I can delete my own comment from the activity dashboard...,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"It would help if the criteria for ""best"" were better explained.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I want to see what happens to spammy comments so please flag this one appropriately. 

V1AGR4 F0R CHEEEEEP. Save Money at http://fakelink.to/Aeff2#",0.0,0.0,0.0,0.0,0.0,0.0,0.0
