example,label
"The execution, delivery and performance of this Agreement and performance under the other Transaction Documents and the consummation by such Purchaser of the transactions contemplated hereby and thereby or relating hereto or thereto do not and will not (i) result in a violation of such Purchaser’s charter documents, bylaws or other organizational documents, if applicable, (ii) conflict with nor constitute a default (or an event which with notice or lapse of time or both would become a default) under any agreement to which such Purchaser is a party, nor (iii) result in a violation of any law, rule, or regulation, or any order, judgment or decree of any court or governmental agency applicable to such Purchaser or its properties (except for such conflicts, defaults and violations as would not, individually or in the aggregate, have a material adverse effect on such Purchaser). Such Purchaser is not required to obtain any consent, authorization or order of, or make any filing or registration with, any court or governmental agency in order for it to execute, deliver or perform any of its obligations under this Agreement or perform under the other Transaction Documents nor to purchase the Securities in accordance with the terms hereof, provided that for purposes of the representation made in this sentence, such Purchaser is assuming and relying upon the accuracy of the relevant representations and agreements of the Company herein.",No Conflicts
"If any change is made to the outstanding common stock or the capital structure of the Company, if required, the PSUs shall be adjusted or terminated in any manner as contemplated by Section 9 of the Plan.",Adjustments
"Any amendment to the Plan shall be deemed to be an amendment to this Agreement to the extent that the amendment is applicable hereto; provided , however , that subject to the provisions of Section 8 hereof no amendment shall adversely affect the rights of Grantee with respect to either the Common Shares or other securities covered by this Agreement or the Deferred Cash Dividends without Grantee’s consent.",Amendments
"The proceeds of any Fundings under any Governing Agreement and other extensions of credit under the DIP Warehouse Facility Agreements shall be used (i) to pay off in full any outstanding obligations under the Prepetition Warehouse Facility Agreements as of the Effective Date, (ii) in the case of the Repurchase Agreements, to acquire Purchased Assets, (iii) for general working capital and operational expenses of Sellers and (iv) to pay customary fees and closing costs in connection with the DIP Warehouse Facility Agreements; provided that, proceeds of any Fundings or any Collateral shall not be used for repayment of amounts owing under the National Founders Facility.",Use Of Proceeds
The captions used in this Agreement and the Plan are inserted for convenience and shall not be deemed to be a part of the RSUs for construction and interpretation.,Headings
"Each party submits to the nonexclusive jurisdiction of the United States District Court for the Southern District of New York and of any New York State Court sitting in New York, New York for legal proceedings relating to this Agreement. Each party irrevocably waives, to the fullest extent permitted by Law, any objection that it may now or in the future have to the venue of a proceeding brought in such a court and any claim that the proceeding was brought in an inconvenient forum.",Submission To Jurisdiction
"This Agreement may be executed in counterparts, each of which shall be deemed an original, and together any counterparts shall constitute one and the same instrument. Additionally, the parties agree that electronic reproductions of signatures (i.e., scanned PDF versions of original signatures, facsimile transmissions, and the like) shall be treated as original signatures for purposes of execution of this Agreement.",Counterparts
"(a) Each Lender severally agrees to indemnify the Administrative Agent (to the extent not reimbursed by a Borrower), from and against such Lender’s Ratable Share of any and all liabilities, obligations, losses, damages, penalties, actions, judgments, suits, costs, expenses or disbursements of any kind or nature whatsoever that may be imposed on, incurred by, or asserted against the Administrative Agent, in its capacity as such, in any way relating to or arising out of this Agreement or any action taken or omitted by the Administrative Agent, in its capacity as such, under this Agreement, provided that no Lender shall be liable for any portion of such liabilities, obligations, losses, damages, penalties, actions, judgments, suits, costs, expenses or disbursements resulting from the Administrative Agent’s gross negligence or willful misconduct, as finally determined in a nonappealable judgment of a court of competent jurisdiction. Without limitation of the foregoing, each Lender agrees to reimburse the Administrative Agent promptly upon demand for its Ratable Share of any out-of-pocket expenses (including counsel fees) incurred by the Administrative Agent in connection with the preparation, execution, delivery, administration, modification, amendment or enforcement (whether through negotiations, legal proceedings or otherwise) of, or legal advice in respect of rights or responsibilities under, this Agreement, to the extent that the Administrative Agent is not reimbursed for such expenses by a Borrower.",Indemnifications
"Each of the parties hereto hereby irrevocably and unconditionally submits, for itself and its property, to the non-exclusive jurisdiction of the state district courts of the State of Colorado and of the United States District Court of the District of Colorado, and any appellate court from any thereof, in any action or proceeding arising out of or relating to this Agreement, or for recognition or enforcement of any judgment, and each of the parties hereto hereby irrevocably and unconditionally agrees that all claims in respect of any such action or proceeding may be heard and determined in such Colorado State or, to the extent permitted by law, in such Federal court. Each of the parties hereto agrees that a final judgment in any such action or proceeding shall be conclusive and may be enforced in other jurisdictions by suit on the judgment or in any other manner provided by law. Nothing in this Agreement shall affect any right that the Investor may otherwise have to bring any action or proceeding relating to this Agreement against the Company and its subsidiaries or their respective properties in the courts of any jurisdiction or any right that the Company may otherwise have to bring any action or proceeding relating to this Agreement against the Investor or its properties in the courts of any jurisdiction. Each party hereto irrevocably waives, to the fullest extent permitted by law, any objection that it may now or hereafter have to the laying of venue of any such proceeding brought in such a court referred to in the first sentence of this Section 10(k) and any claim that any such proceeding brought in such a court has been brought in an inconvenient forum.",Submission To Jurisdiction
Executive shall provide Executive’s reasonable cooperation in connection with any action or proceeding (or any appeal from any action or proceeding) which relates to events occurring during Executive’s employment hereunder. This provision shall survive any termination of this Agreement.,Cooperation
"The parties to this Agreement shall be entitled to enforce their rights under this Agreement specifically (without posting a bond or other security), to recover damages caused by reason of any breach of any provision of this Agreement and to exercise all other rights existing in their favor. The parties hereto agree and acknowledge that a breach of this Agreement would cause irreparable harm and money damages would not be an adequate remedy for any such breach and that, in addition to any other rights and remedies existing hereunder, any party shall be entitled to specific performance and/or other injunctive relief from any court of law or equity of competent jurisdiction (without posting any bond or other security) in order to enforce or prevent violation of the provisions of this Agreement.",Remedies
"The Parties agree that in the event any court of competent jurisdiction or arbitrator holds any provision of this Agreement to be invalid or unenforceable, such invalid or unenforceable portion(s) shall be limited or excluded from this Agreement to the minimum extent required, and the remaining provisions shall not be affected or invalidated and shall remain in full force and effect. Further, should any provision of this Agreement be held by a court of competent jurisdiction or arbitrator to be enforceable only if modified, such holding shall not affect the validity or enforceability of the remainder of this Agreement, the balance of which shall continue to be binding upon the Parties with such modification, if any, to become a part hereof and treated as though contained in this original Agreement, nor shall such holding affect the enforceability or validity of the offending provision in any other jurisdiction. The Parties further agree that any such court or arbitrator is expressly authorized to modify any such unenforceable provision of this Agreement in lieu of severing such unenforceable provision from this Agreement in its entirety. The Parties expressly agree that this Agreement, as so modified by any such court or arbitrator, shall be binding upon and enforceable against each other.",Severability
"THE OBLIGORS, THE LENDERS AND THE AGENT EACH IRREVOCABLY WAIVE THEIR RESPECTIVE RIGHTS TO A TRIAL BY JURY OF ANY CLAIM OR CAUSE OF ACTION BASED UPON OR ARISING OUT OF OR RELATED TO THIS AGREEMENT, THE OTHER LOAN DOCUMENTS, OR THE TRANSACTIONS CONTEMPLATED HEREBY OR THEREBY, IN ANY ACTION, PROCEEDING OR OTHER LITIGATION OF ANY TYPE BROUGHT BY ANY OF THE PARTIES AGAINST ANY OTHER PARTY OR ANY AGENT-RELATED PERSON, PARTICIPANT OR ASSIGNEE, WHETHER WITH RESPECT TO CONTRACT CLAIMS, TORT CLAIMS, OR OTHERWISE.  THE OBLIGORS, THE LENDERS AND THE AGENT EACH AGREE THAT ANY SUCH CLAIM OR CAUSE OF ACTION SHALL BE TRIED BY A COURT TRIAL WITHOUT A JURY.  WITHOUT LIMITING THE FOREGOING, THE PARTIES FURTHER AGREE THAT THEIR RESPECTIVE RIGHT TO A TRIAL BY JURY IS WAIVED BY OPERATION OF THIS SECTION AS TO ANY ACTION, COUNTERCLAIM OR OTHER PROCEEDING WHICH SEEKS, IN WHOLE OR IN PART, TO CHALLENGE THE VALIDITY OR ENFORCEABILITY OF THIS AGREEMENT OR THE OTHER LOAN DOCUMENTS OR ANY PROVISION HEREOF OR THEREOF.  THIS WAIVER SHALL APPLY TO ANY SUBSEQUENT AMENDMENTS, RENEWALS, SUPPLEMENTS OR MODIFICATIONS TO THIS AGREEMENT AND THE OTHER LOAN DOCUMENTS.",Waiver Of Jury Trials
"The Company shall not, nor shall it permit any of its Subsidiaries to, enter into, renew, extend or be a party to, any transaction or series of related transactions (including, without limitation, the purchase, sale, lease, transfer or exchange of property or assets of any kind or the rendering of services of any kind) with any Affiliate, except in the ordinary course of business in a manner and to an extent consistent with past practice and necessary or desirable for the prudent operation of its business, for fair consideration and on terms no less favorable to it or its Subsidiaries than would be obtainable in a comparable arm’s length transaction with a Person that is not an Affiliate thereof.",Transactions With Affiliates
"The Company shall afford the Investor and its counsel with the opportunity to review and comment upon, shall consult with the Investor and its counsel on the form and substance of, and shall give due consideration to all such comments from the Investor or its counsel on, any press release, SEC filing or any other public disclosure by or on behalf of the Company relating to the Investor, its purchases hereunder or any aspect of the Transaction Documents or the transactions contemplated thereby, not less than 24 hours prior to the issuance, filing or public disclosure thereof. The Investor must be provided with a final version of any portion of such press release, SEC filing or other public disclosure at least 24 hours prior to any release, filing or use by the Company thereof. The Company agrees and acknowledges that its failure to fully comply with this provision constitutes a Material Adverse Effect.",Publicity
Licensee shall pay the full amount of the license fees according to the payment terms specified in Exhibit A .,Payments
"No amendment or waiver of any provision of this Agreement or the Notes, nor consent to any departure by the Borrower therefrom, shall in any event be effective unless the same shall be in writing and signed by the Required Lenders, and then such waiver or consent shall be effective only in the specific instance and for the specific purpose for which given; provided , however , that no amendment, waiver or consent shall, unless in writing and signed by all the Lenders affected thereby, do any of the following: (a) waive any of the conditions specified in Section 3.01, (b) increase or extend the Commitments of the Lenders or subject the Lenders to any additional obligations, (c) reduce the principal of, or rate of interest on, the Revolving Credit Advances or any fees or other amounts payable hereunder, (d) postpone any date fixed for any payment of principal of, or interest on, the Revolving Credit Advances or any fees or other amounts payable hereunder, (e) change the percentage of the Commitments or of the aggregate unpaid principal amount of the Revolving Credit Advances, or the number of Lenders, that shall be required for the Lenders or any of them to take or approve any action hereunder (including, without limitation, amending the definition of “Required Lenders”), (f) alter the manner in which payments or prepayments of principal, interest or other amounts hereunder shall be applied or shared as among the Lenders or Types of Revolving Credit Advances, (g) amend any provisions hereunder relating to the pro rata treatment of the Lenders, or (h) amend this Section 8.01; and provided further that no amendment, waiver or consent shall, unless in writing and signed by the Agent in addition to the Lenders required above to take such action, affect the rights or duties of the Agent under this Agreement or any Note; and provided further that no amendments, consents or waivers are required to effectuate the increases in Commitments pursuant to Section 2.04(c) except as provided in such Section.",Amendments
The Parties will use good faith efforts to cooperate with each other in all matters relating to the provision and receipt of the Transition Services. Such cooperation shall include exchanging information and performing true-ups and adjustments.,Further Assurances
"Employee hereby accepts Employer’s payment of Severance Benefits in accordance with the requirements of Article V of the Plan and promises in this Agreement in full settlement and satisfaction of all grievances, claims, actions and lawsuits of every nature and kind whatsoever, known or unknown, suspected or unsuspected, past, present or future, in any way related to or arising from the employment relationship between Employer and Employee or the termination of that relationship, which Employee has or might have asserted against Employer in the future.",Releases
"Upon commencement of employment you will be asked to sign an agreement to acknowledge the confidential nature of all information disclosed in connection with your employment by the Company. You agree that in your work for the Company, you will not use or disclose any confidential information, including trade secrets of any current or former employer or third party to whom you have any obligation of confidentiality. You further agree that you can perform your duties to the Company without reliance on any such confidential information or trade secrets of any current or former employer or third party. You agree that you will not bring onto the Company’s premises, or transmit or store using any electronic communication equipment or computer network or system of the Company, any unpublished documents or property belonging to any current or former employer or third party to whom you have any obligation of confidentiality, including any documents or property containing confidential information or trade secrets. You represent and agree that in connection with your anticipated employment with the Company, including during your discussions with the Company, you (i) have not breached any restrictive covenant agreement to which you are bound, and (ii) have complied with all of your fiduciary obligations to any current or former employer or third party to whom you have any such obligations.",Confidentiality
"Company understands, acknowledges and agrees that: (A) Dealer and its affiliates may buy or sell Shares or other securities or buy or sell options or futures contracts or enter into or unwind swaps or other derivative securities for its own account in connection with the termination or amendment of the Issuer Warrant Transactions; (B) Dealer and its affiliates also may be active in the market for Shares other than in connection with hedging activities in relation to the termination or amendment of the Issuer Warrant Transactions; (C) Dealer shall make its own determination as to whether, when or in what manner any hedging or market activities in securities of Company shall be conducted and shall do so in a manner that it deems appropriate to hedge its price and market risk with respect to the payment required under this Agreement; (D) any market activities of Dealer and its affiliates with respect to Shares may affect the market price and volatility of Shares, each in a manner that may be adverse to Company and (E) Dealer may purchase or sell shares for its own account at an average price that may be greater than, or less than, any price paid by or to Company in connection with the termination or amendment of the Issuer Warrant Transactions.",Agreements
"Subject to Sections 2.2(a) and 2.3 hereof, the Award shall vest and the Restrictions shall lapse in accordance with the vesting schedule set forth on the Grant Notice.",Vesting
"This Agreement may be executed in counterparts, including by facsimile or PDF electronic transmission, each of which shall be deemed an original, but all of which together shall constitute one and the same Agreement.",Counterparts
"In connection with any termination of Executive’s employment by the Company without Cause or by Executive for Good Reason, each of the Company and Executive shall execute and deliver a Mutual General Release in the form and substance of attached hereto as Exhibit B (a “ Release ”) and the Executive’s right to payment of the amounts specified in Sections 8.2 and 8.4 shall be subject to Executive’s execution (without revocation) of such a Release within thirty (30) days after the Termination Date.",Releases
"Schedule 5.8 contains an accurate list of all Subsidiaries of the Borrower as of the date of this Agreement, setting forth their respective jurisdictions of organization and the percentage of their respective capital stock or other ownership interests owned by the Borrower or other Subsidiaries. All of the issued and outstanding shares of capital stock or other ownership interests of such Subsidiaries have been (to the extent such concepts are relevant with respect to such ownership interests) duly authorized and validly issued and are fully paid and non-assessable. The Guarantors are all of the Significant Homebuilding Subsidiaries, subject to any grace periods provided therefor in Section 6.20.",Subsidiaries
"Following a Change in Control that occurs before the Award becomes fully vested, you will become fully vested in the unvested portion of the Award upon the occurrence of either of the following events, provided such event occurs no later than twenty-four (24) months following the Change in Control (to the extent the Award has not otherwise become fully vested prior to such event): (i) you experience a Termination of Employment by Tyson without Cause or (ii) you resign from your employment on account of Good Reason. The Award will be settled in the same form of consideration received by shareholders of Tyson Foods, Inc.’s Class A common stock in connection with the Change in Control transaction, unless the express terms of the documentation establishing the terms of the Change in Control provide otherwise.",Change In Control
"Executive agrees that during the Employment Period, Executive will devote his/her full business time, energies and talents to serving as the Senior Vice President Community Banking of the Employer, at the direction of the Chief Executive Officer of the Employwer  (the “ CEO ”).  Executive shall have such duties and responsibilities as may be assigned to Executive from time to time by the CEO, which duties and responsibilities shall be commensurate with Executive’s position, shall perform all duties assigned to Executive faithfully and efficiently, subject to the direction of the CEO, and shall have such authorities and powers as are inherent to the undertakings applicable to Executive’s position and necessary to carry out the responsibilities and duties required of Executive hereunder.  Executive will perform the duties required by this Agreement at the Company’s principal place of business unless the nature of such duties requires otherwise.  Notwithstanding the foregoing, during the Employment Period, Executive may devote reasonable time to activities other than those required under this Agreement, including activities of a charitable, educational, religious or similar nature (including professional associations) to the extent such activities do not, in the reasonable judgment of the CEO, inhibit, prohibit, interfere with or conflict with Executive’s duties under this Agreement or conflict in any material way with the business of the Employer and its Affiliates; provided, however, that Executive shall not serve on the board of directors of any business (other than the Employer or its Affiliates) or hold any other position with any business without receiving the prior written consent of the CEO.",Duties
"If any provision or provisions of this Agreement shall be held to be invalid, void, illegal or otherwise unenforceable for any reason whatsoever: (a) the validity, legality and enforceability of the remaining provisions of this Agreement (including, without limitation, each portion of any Section, paragraph or sentence of this Agreement containing any such provision held to be invalid, void, illegal or otherwise unenforceable that is not itself invalid, void, illegal or otherwise unenforceable) shall not in any way be affected or impaired thereby and shall remain enforceable to the fullest extent permitted by law; (b) such provision or provisions shall be deemed reformed to the extent necessary to conform to applicable law and to give the maximum effect to the intent of the parties hereto; and (c) to the fullest extent possible, the provisions of this Agreement (including, without limitation, each portion of any Section, paragraph or sentence of this Agreement containing any such provision held to be invalid, void, illegal or otherwise unenforceable, that is not itself invalid, void, illegal or otherwise unenforceable) shall be construed so as to give effect to the intent manifested thereby.",Severability
"The Borrower shall pay and discharge when due, and cause each of the Subsidiaries so to do, all Taxes imposed upon it or upon its property, which if unpaid would, individually or collectively, reasonably be expected to have a Material Adverse Effect or become a Lien on the property of the Borrower or such Subsidiary (other than a Lien described in clause (a) of the definition of Permitted Encumbrances), as the case may be, unless and to the extent only that such Taxes shall be contested in good faith and by appropriate proceedings diligently conducted by the Borrower or such Subsidiary, as the case may be.",Taxes
"Each Party hereby assigns to the other Party, one-half of its interest in and to any CMC Development Inventions, CMC Development Know-How and CMC Development Patents, including all rights of action and claims for damages and benefits arising due to past and present infringement of said rights, such that each Party owns an undivided joint interest in and to such CMC Development Inventions, CMC Development Know-How and CMC Development Patents. Each Party shall and shall cause its Affiliates and contractors to, execute and take such further actions reasonably necessary to effectuate such joint ownership in and to such CMC Development Inventions, CMC Development Know-How and CMC Development Patents.",Assignments
"(i) The Company shall maintain in effect, during the Term and for a period of at least six (6) years following the Term, directors’ and officers’ liability insurance and fiduciary liability insurance covering Executive and his Legal Representatives (as defined below), with benefits and levels of coverage at least as favorable as that provided under the Company’s policies as of immediately following the Closing.  Such insurance shall be obtained from an insurance carrier with the same or better credit rating as the Company’s insurance carrier, with respect to such policies, as of immediately following the Closing. The Company shall indemnify Executive and Executive’s beneficiaries and successors (the “Legal Representatives”) to the fullest extent permitted by applicable law against all costs, charges, damages, amounts paid in settlement or expenses (including reasonable attorneys’ fees) whatsoever incurred or sustained by Executive or Executive’s Legal Representatives in connection with any threatened, pending or completed action, suit or proceeding to which Executive or Executive’s Legal Representatives may be made a party as a result of the entering into of this Agreement or the performance of services hereunder. This indemnification provision is in addition to, and is not in substitution for, any other indemnification rights that Executive might have under any insurance policy, the Company’s governance documents, or any other plan, policy or agreement which provides indemnification rights for Executive; provided, however, that any indemnity payments made pursuant to this Section (o) shall not be duplicative of payments made pursuant to any insurance policy, the Company’s governance documents, or any other plan, policy or agreement which provides indemnification rights for Executive.",Indemnifications
"The Company is insured by insurers of recognized financial responsibility against such losses and risks and in such amounts as management of the Company believes to be prudent and customary in the businesses in which the Company is engaged. The Company has not been refused any insurance coverage sought or applied for, and the Company has no any reason to believe that it will be unable to renew its existing insurance coverage as and when such coverage expires or to obtain similar coverage from similar insurers as may be necessary to continue its business at a cost that would not have a Material Adverse Effect.",Insurances
"The Company shall indemnify the Executive to the fullest extent that would be permitted by law (including a payment of expenses in advance of final disposition of a proceeding) as in effect at the time of the subject act or omission, or by the Certificate of Incorporation of the Company as in effect at such time, or by the terms of any indemnification agreement between the Company and the Executive, whichever affords greatest protection to the Executive, and the Executive shall be entitled to the protection of any insurance policies the Company may elect to maintain generally for the benefit of its officers or, during the Executive’s service in such capacity, directors (and to the extent the Company maintains such an insurance policy or policies, in accordance with its or their terms to the maximum extent of the coverage available for any company officer or director), against all costs, charges and expenses whatsoever incurred or sustained by the Executive (including but not limited to any judgment entered by a court of law) at the time such costs, charges and expenses are incurred or sustained, in connection with any action, suit or proceeding to which the Executive may be made a party by reason of his being or having been an officer or employee of the Company, or serving as an officer or employee of an affiliate of the Company, at the request of the Company, other than any action, suit or proceeding brought against the Executive by or on account of his breach of the provisions of any employment agreement with a third party that has not been disclosed by the Executive to the Company. The provisions of this Section 7 shall specifically survive the expiration or earlier termination of this Agreement.",Indemnifications
"This Agreement shall be governed by and construed in accordance with the laws of the State of Delaware.  The Board shall have final authority to interpret and construe the Plan and this Agreement and to make any and all determinations under them, and its decision shall be binding and conclusive upon the Grantee and his personal and legal representatives in respect of any questions arising under the Plan or this Agreement.",Governing Laws
"No term or condition of the Plan shall be deemed to have been waived, nor shall there be an estoppel against the enforcement of any provision of the Plan, except by written instrument of the party charged with such waiver or estoppel. No such written waiver shall be deemed a continuing waiver unless specifically stated therein, and each such waiver shall operate only as to the specific term or condition waived and shall not constitute a waiver of such term or condition for the future or as to any act other than that specifically waived. Any waiver by any party of a breach of any provision of the Plan by another party shall not operate or be construed as a waiver by such party of any subsequent breach thereof.",Waivers
"Comply with all laws, rules, regulations and orders of any Governmental Authority applicable to it or its property, such compliance to include without limitation, OFAC, ERISA, Environmental Laws and The Racketeer Influenced and Corrupt Organizations Chapter of The Organized Crime Control Act of 1970, except (other than with respect to OFAC and Sanctions Laws and Regulations, which shall be complied with in all material respects) where the failure to do so, individually or in the aggregate, would not reasonably be expected to result in a Material Adverse Effect.",Compliance With Laws
"The Company does not have, and has never had, any Subsidiary or any equity or ownership interest (or any interest convertible or exchangeable or exercisable for any equity or ownership interest), whether direct or indirect, in any Person and is not, and has never been, a participant in any joint venture, partnership or similar arrangement and the Company is not obligated to make nor is it bound by any Contract to make any investment in or capital contribution in or on behalf of any other Person.",Subsidiaries
"This Agreement and various rights and obligations arising hereunder shall inure to the benefit of and be binding upon the Parties hereto and their successors and permitted assigns.  Neither this Agreement nor any of the rights, interests, or obligations hereunder shall be transferred, delegated, or assigned (by operation of Law or otherwise) by any Party hereto without the prior written consent of the other Parties.",Assignments
"This Lease shall be construed, governed and enforced according to the laws of the state in which the Property is located. In construing this Lease, paragraph headings are for convenience only and shall be disregarded. Any recitals herein or exhibits attached hereto are hereby incorporated into this Lease by this reference. Time is of the essence of this Lease and every provision contained herein. The parties acknowledge that this Lease was freely negotiated by both parties, each of whom was represented by counsel; accordingly, this Lease shall be construed according to the fair meaning of its terms, and not against either party.",Applicable Laws
"This Agreement shall be binding upon and inure to the benefit of the Parties hereto and their respective heirs, successors, legal representatives and permitted assigns. Executive may not assign this Agreement to a third party. The Company may assign its rights, together with its obligations hereunder, to any affiliate and/or subsidiary of the Company or any successor thereto or any purchaser of substantially all of the assets of the Company, without Executive’s consent and without advance notice.",Assignments
Executive shall be entitled to three (3) weeks of paid vacation during each year of Executive's employment. The scheduling of any vacation shall be coordinated with the Company so that the staffing needs of the Company are met to the extent reasonable possible. The Executive shall be granted sick time in accordance with the policy outlined in the Company's policy manual then in effect from time to time.,Vacations
"Following the termination of the Participant’s employment with the Company for any reason, the Participant agrees (i) to reasonably cooperate with the Company and its directors, officers, attorneys and experts, and take all actions the Company may reasonably request, including but not limited to cooperation with respect to any investigation, government inquiry, administrative proceeding or litigation relating to any matter in which the Participant was involved or had knowledge during the Participant’s employment with the Company and (ii) that, if called upon by the Company, the Participant will provide assistance with respect to business, personnel or other matters which arose during the Participant’s employment with the Company or as to which the Participant has relevant information, knowledge or expertise, with such cooperation including, but not limited to, completing job tasks in progress, transitioning job tasks to other Company personnel, responding to questions and being available for such purposes. Any cooperation requests shall take into account the Participant’s personal and business commitments, and the Participant shall be reasonably compensated for the Participant’s time (if appropriate for the matter) and further reimbursed for any documented expenses (including reasonable attorney’s fees) incurred in connection with such cooperation within thirty (30) days of the Participant providing an invoice to the Company.",Cooperation
"The Purchaser is duly organized and validly existing under the laws of the jurisdiction of its organization. The execution and delivery by the Purchaser of this Agreement and the other Transaction Documents to which the Purchaser is a party, the performance by the Purchaser of its obligations hereunder and thereunder, and the consummation by the Purchaser of the transactions contemplated hereby and thereby have been duly authorized by all requisite action on the part of the Purchaser. This Agreement and each Transaction Document constitute legal, valid, and binding obligations of the Purchaser enforceable against the Purchaser in accordance with their respective terms.",Organizations
"The Company shall deduct from all cash distributions under the Plan all taxes required to be withheld by the applicable jurisdiction. Whenever the Company proposes or is required to issue or transfer shares of Stock under the Plan or upon the vesting of any Stock Award, the Company has the right to require the recipient to remit to the Company an amount sufficient to satisfy the taxes required to be withheld by the applicable jurisdiction prior to, or as a condition of the issuance of such shares or the vesting of such Stock Award. A Participant may pay the tax withholding obligation in cash (including to the extent not prohibited by the applicable Award Agreement, by having a broker sell shares of Stock subject to the Award on the Participant’s behalf and remitting the cash proceeds to the Company), or, if the applicable Award Agreement or Award Program provides, a Participant may be permitted, or may be required, to have the tax withholding arising from exercise or payment of the Award satisfied by having the number of shares of Stock the Participant is to receive reduced by, or with respect to a Stock Award, by tendering back to the Company, a number of whole shares of Stock which, when multiplied by the Fair Market Value of the shares of Stock, is sufficient to satisfy the tax withholding obligation (after taking into account any withholding in cash required because only whole shares of Stock can be withheld or tendered), at tax withholding rates determined by the Company to be required, or in the Company’s sole discretion, permitted, but not in excess of the maximum statutory tax rates in the applicable jurisdiction.",Withholdings
All payments (or transfers of property) to Executive will be subject to tax withholding to the extent required by applicable law.,Withholdings
"Titles and headings to Sections hereof are for the purpose of reference only and shall in no way limit, define or otherwise affect the provisions hereof.  All references herein to a statute, agreement, instrument or other document shall be deemed to refer to such statute, agreement, instrument or other document as amended, supplemented, modified and restated from time to time.  The word “or” as used herein is not exclusive and is deemed to have the meaning “and/or.”  The words “herein”, “hereof”, “hereunder” and other compounds of the word “here” shall refer to the entire Agreement and not to any particular provision hereof.  The use herein of the word “including” following any general statement, term or matter shall not be construed to limit such statement, term or matter to the specific items or matters set forth immediately following such word or to similar items or matters, whether or not non-limiting language (such as “without limitation”, “but not limited to”, or words of similar import) is used with reference thereto, but rather shall be deemed to refer to all other items or matters that could reasonably fall within the broadest possible scope of such general statement, term or matter.  Neither this Agreement nor any uncertainty or ambiguity herein shall be construed or resolved against any Party hereto, whether under any rule of construction or otherwise.  On the contrary, this Agreement has been reviewed by each of the Parties hereto and shall be construed and interpreted according to the ordinary meaning of the words used so as to fairly accomplish the purposes and intentions of the Parties.",Interpretations
"If either Party learns of any alleged or threatened infringement of the JT Patents or Gilead Patents, or any misappropriation or misuse of Know-How, of which the other Party is a sole owner, co-owner or licensee, such Party shall promptly notify, in writing, the other Party of such infringement, misappropriation or misuse. Any infringement reported hereunder shall be an “ Infringement ”.",Notices
"Borrower and its Subsidiaries shall maintain their respective existence as a corporation and all of its privileges, franchises, agreements, qualifications and rights that are necessary or desirable in the ordinary course of business; and Borrower shall cause each of its Subsidiaries to maintain and preserve their respective good standing with all Tribunals.",Existence
"The Company and each Subsidiary has timely filed or caused to be filed all Tax returns and reports required to have been filed and has paid or caused to be paid all Taxes required to have been paid by it, except where (a) (i) the validity or amount thereof is being contested in good faith by appropriate proceedings, (ii) the Company or such Subsidiary, as applicable, has set aside on its books reserves with respect thereto to the extent required by GAAP and (iii) such contest effectively suspends collection of the contested obligation and the enforcement of any Lien securing such obligation or (b) the failure to do so would not, individually or in the aggregate, reasonably be expected to result in a Material Adverse Effect.",Taxes
"Upon the Borrower obtaining knowledge thereof, the Borrower will give written notice to the Administrative Agent within ten (10) days of (i) the occurrence of a Default or Event of Default, specifying the nature and extent thereof and what action the Borrower proposes to take with respect thereto and (ii) the occurrence of any of the following with respect to the Borrower or any of its Subsidiaries (A) the pendency or commencement of any litigation, arbitration or governmental proceeding against the Borrower or any of its Subsidiaries which, if adversely determined, would have or would reasonably be expected to have a Material Adverse Effect, (B) one or more judgments, orders, or decrees shall be entered against the Borrower or any of its Subsidiaries involving a liability of $20,000,000 or more, in the aggregate or (C) the institution of any proceedings against the Borrower or any of its Subsidiaries with respect to, or the receipt of notice by such Person of potential liability or responsibility for violation or alleged violation of, any federal, state or local law, rule or regulation (including, without limitation, any Environmental Law), the violation of which would have or would reasonably be expected to have a Material Adverse Effect.",Notices
"Optionee shall pay, or make arrangements acceptable to the Company for the payment of, any and all federal, state, and local tax withholding that in the opinion of the Company is required by law.  For the avoidance of doubt, the Optionee shall be entitled to satisfy any tax withholding obligations hereunder through an election to have shares of common stock of Saia withheld from any payments under this Agreement.  Unless Optionee satisfies any such tax withholding obligation by paying the amount in cash, by check, stock withholding, or by other arrangements acceptable to Saia, Saia shall withhold a portion of the stock payable upon an exercise equal to the tax withholding obligation.  Any share withholding pursuant to this Section 22 is intended to be exempt from Section 16(b) of the Securities Exchange Act of 1934, as amended (the “ Exchange Act ”), pursuant to Rule 16b-3(e) under the Exchange Act.",Tax Withholdings
"No Credit Party nor any of its Subsidiaries is in default in the performance, observance or fulfillment of any of the obligations, covenants or conditions contained in any of its Contractual Obligations, except, in each case, where the consequences, direct or indirect, of such default or defaults, if any, could not reasonably be expected to have a Material Adverse Effect .",No Defaults
